parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,SA2_CODE21,GCC_NAME21
1,House,2024,750.0,23 lovett walk,footscray,3011,3,2,-37.8010441,144.8851945,213031348,Greater Melbourne
2,House,2024,530.0,16 bobbin street,fraser rise,3336,4,2,-37.7148739,144.6968304,213041574,Greater Melbourne
2,Townhouse,2024,750.0,11 ferguson street,ascot vale,3032,3,2,-37.773199,144.912085,206031113,Greater Melbourne
0,Unit,2024,1200.0,4105/28 timothy lane,melbourne,3000,3,2,-37.8122723,144.9611337,206041504,Greater Melbourne
1,Unit,2024,550.0,106/380 bell street,preston,3072,2,1,-37.7445401,144.9997768,209021428,Greater Melbourne
2,House,2024,570.0,49 penver drive,cobblebank,3338,5,3,-37.71467579999999,144.5935305,213041572,Greater Melbourne
2,House,2024,540.0,8 outrigger court,sanctuary lakes,3030,4,2,-37.9042597,144.7768144,213051464,Greater Melbourne
4,House,2024,775.0,47 garnett road,wheelers hill,3150,4,2,-37.9140713,145.1989631,212051327,Greater Melbourne
1,Unit,2024,1300.0,2502/35 spring street,melbourne,3000,2,2,-37.8141725,144.9740049,206041503,Greater Melbourne
0,Unit,2024,945.0,906/689 latrobe street,docklands,3008,2,2,-37.8146734,144.9465087,206041118,Greater Melbourne
1,Townhouse,2024,510.0,3/28 edmondson street,lalor,3075,2,1,-37.6659895,145.025538,209041529,Greater Melbourne
0,House,2024,640.0,19 shepherd street,footscray,3011,3,1,-37.7953973,144.8930746,213031348,Greater Melbourne
2,Townhouse,2024,900.0,1/18 kurrajong avenue,glen waverley,3150,4,3,-37.8926707,145.1570317,212051322,Greater Melbourne
2,House,2024,1000.0,4265 frankston-flinders road,shoreham,3916,4,2,-38.4438363,145.0354293,214021378,Greater Melbourne
8,House,2024,800.0,30 healey drive,epping,3076,5,2,-37.6362158,145.037017,209041431,Greater Melbourne
2,House,2024,725.0,458 barkly street,footscray,3011,3,1,-37.7978992,144.8840897,213031348,Greater Melbourne
1,House,2024,1300.0,8 survey street,richmond,3121,4,2,-37.8261375,145.0126726,206071517,Greater Melbourne
2,Townhouse,2024,650.0,3/32 melissa street,strathmore,3041,2,1,-37.7288862,144.9186819,210011231,Greater Melbourne
3,House,2024,600.0,10 montague court,endeavour hills,3802,4,2,-37.9858263,145.2759312,212021454,Greater Melbourne
1,House,2024,520.0,17 souter street,beaconsfield,3807,3,2,-38.048889,145.3692508,212011546,Greater Melbourne
0,House,2024,850.0,66 lang street,south yarra,3141,2,2,-37.8415081,144.9885531,206061516,Greater Melbourne
0,Unit,2024,675.0,901/422 collins street,melbourne,3000,2,1,-37.8170971,144.9601487,206041505,Greater Melbourne
1,Unit,2024,450.0,4/42 disraeli street,kew,3101,2,1,-37.8017578,145.0395322,207011522,Greater Melbourne
0,Unit,2024,650.0,901/21 healeys lane,melbourne,3000,2,1,-37.8135217,144.9557383,206041505,Greater Melbourne
2,Unit,2024,650.0,2/4 rose avenue,boronia,3155,3,2,-37.8603726,145.2741362,211011446,Greater Melbourne
0,Studio,2024,350.0,219/141 waverley road,malvern east,3145,1,1,-37.875948,145.049492,208041195,Greater Melbourne
1,Unit,2024,2200.0,213/150 clarendon street,east melbourne,3002,2,2,-37.8120899,144.9835967,206041119,Greater Melbourne
2,House,2024,780.0,8 kiah street,glen waverley,3150,5,3,-37.8679616,145.1621296,212051322,Greater Melbourne
2,House,2024,500.0,18 wavertree crescent,werribee,3030,4,2,-37.91133010000001,144.6057684,213051468,Greater Melbourne
2,House,2024,800.0,2 meaden street,ashburton,3147,4,1,-37.8680554,145.0792309,207011146,Greater Melbourne
2,Townhouse,2024,780.0,2/29 burton street,chadstone,3148,3,3,-37.8756162,145.10877,212051319,Greater Melbourne
2,House,2024,540.0,13 treeve parkway,werribee,3030,4,2,-37.9008683,144.6104139,213051468,Greater Melbourne
2,House,2024,570.0,53 rose street,altona,3018,3,1,-37.86516,144.8194301,213021341,Greater Melbourne
0,House,2024,690.0,3 dixon street,malvern,3144,2,1,-37.8629477,145.0368707,208041194,Greater Melbourne
2,House,2024,500.0,46 tarwarri avenue,capel sound,3940,3,1,-38.3723064,144.8844922,214021384,Greater Melbourne
2,House,2024,530.0,20 ginini street,truganina,3029,4,3,-37.7645361,144.6956253,213041359,Greater Melbourne
0,Unit,2024,400.0,710/280 spencer street,melbourne,3000,1,1,-37.8139473,144.9520227,206041505,Greater Melbourne
2,Unit,2024,940.0,3108/241 city road,southbank,3006,3,2,-37.8262545,144.9599155,206041509,Greater Melbourne
1,House,2024,800.0,69 kambrook rd,caulfield north,3161,3,1,-37.8764291,145.0352087,208021177,Greater Melbourne
1,Unit,2024,450.0,3/8 burns avenue,clayton south,3169,2,1,-37.9370204,145.1350552,212041310,Greater Melbourne
1,House,2024,800.0,295a burnley st,richmond,3121,2,1,-37.8235789,145.0078531,206071517,Greater Melbourne
0,Studio,2024,600.0,,,,1,1,-37.9885458,145.2127536,212041563,Greater Melbourne
1,Unit,2024,550.0,1/16 glendale road,springvale,3171,2,1,-37.9380736,145.1503883,212041317,Greater Melbourne
2,House,2024,580.0,6 ambon street,preston,3072,3,1,-37.7350839,145.0275591,209021428,Greater Melbourne
1,Unit,2024,430.0,2/2 marriott street,st kilda,3182,1,1,-37.8630278,144.9882119,206051513,Greater Melbourne
0,Unit,2024,500.0,1309/35-47 coventry street,southbank,3006,1,1,-37.8294694,144.9691814,206041509,Greater Melbourne
1,Unit,2024,580.0,6115/172 edward street,brunswick east,3057,2,1,-37.775312,144.9718123,206011106,Greater Melbourne
1,Unit,2024,400.0,4/227 greaves street north,werribee,3030,2,1,-37.8929216,144.6420874,213051468,Greater Melbourne
1,Unit,2024,420.0,2/41 wilmot drive,delahey,3037,3,2,-37.7182733,144.7808237,213011331,Greater Melbourne
2,House,2024,460.0,7 dogherty court,bacchus marsh,3340,4,2,-37.6935,144.4169541,213041353,Greater Melbourne
0,Unit,2024,800.0,1813/628 flinder street,docklands,3008,2,1,-37.8209691,144.9532525,206041118,Greater Melbourne
1,Unit,2024,680.0,203/109 manningham st,parkville,3052,2,2,-37.7840963,144.9411086,206041124,Greater Melbourne
1,Unit,2024,600.0,2/174 riversdale road,hawthorn,3122,2,1,-37.8298515,145.0410511,207011520,Greater Melbourne
2,House,2024,500.0,35 shillings rd,mambourin,3024,3,2,-37.8883523,144.6024347,213051468,Greater Melbourne
2,House,2024,600.0,38 morcambe crescent,keilor downs,3038,3,2,-37.7161041,144.8071579,213011332,Greater Melbourne
2,Unit,2024,625.0,2/19 hannah street,seaford,3198,3,2,-38.1252428,145.1352088,214011375,Greater Melbourne
0,Unit,2024,700.0,606/11 rose lane,melbourne,3000,2,1,-37.8154878,144.9542238,206041505,Greater Melbourne
1,House,2024,430.0,14 morningside drive,thornhill park,3335,3,2,-37.7181055,144.633189,213041359,Greater Melbourne
1,Unit,2024,430.0,103/4 la scala avenue,maribyrnong,3032,1,1,-37.7804344,144.8930899,213031349,Greater Melbourne
2,House,2024,550.0,12 frew road,mambourin,3024,4,3,-37.891371,144.5849657,213051468,Greater Melbourne
1,Townhouse,2024,650.0,1/254 waterloo road,glenroy,3046,3,1,-37.7142177,144.9207563,210031535,Greater Melbourne
2,House,2024,480.0,42 sedate drive,rockbank,3335,3,2,-37.7394639,144.6548963,213041359,Greater Melbourne
1,House,2024,440.0,223/9 hewitt avenue,footscray,3011,1,1,-37.7996736,144.8806,213031348,Greater Melbourne
2,House,2024,480.0,15 woronora way,wallan,3756,4,2,-37.4267086,144.9924113,209041224,Greater Melbourne
1,Villa,2024,795.0,9/24 kingsley street,elwood,3184,2,1,-37.8887277,144.9898204,206051129,Greater Melbourne
1,House,2024,450.0,62 aloha st,south kingsville,3015,2,1,-37.83124600000001,144.873234,213021344,Greater Melbourne
1,House,2024,980.0,9b hawkhurst st,yarraville,3013,4,3,-37.820654,144.8771446,213031352,Greater Melbourne
0,Unit,2024,530.0,2/165 bourke street,melbourne,3000,1,1,-37.8128748,144.9686159,206041503,Greater Melbourne
0,House,2024,700.0,45 grundy grove,pascoe vale south,3044,3,1,-37.7520167,144.9397117,206011109,Greater Melbourne
1,Unit,2024,790.0,,,,3,1,-37.8688878,144.9944005,206051134,Greater Melbourne
1,Unit,2024,385.0,1/23a becket street south,glenroy,3046,2,1,-37.699748,144.912341,210031536,Greater Melbourne
1,Unit,2024,495.0,8/174 power street,hawthorn,3122,1,1,-37.8256307,145.0253058,207011520,Greater Melbourne
0,Studio,2024,290.0,1/4 stewart road,oakleigh east,3166,1,1,-37.9061238,145.1213916,212051326,Greater Melbourne
2,House,2024,695.0,29 richards street,yarraville,3013,3,1,-37.8167623,144.862529,213031352,Greater Melbourne
0,Unit,2024,650.0,4111/601 little lonsdale street,melbourne,3000,2,1,-37.8137438,144.9536855,206041505,Greater Melbourne
0,Studio,2024,350.0,room 4/13 royle street,frankston,3199,1,1,-38.1434971,145.1388336,214011372,Greater Melbourne
0,Unit,2024,520.0,204/33-43 batman street,west melbourne,3003,1,1,-37.8108602,144.9518268,206041510,Greater Melbourne
1,Unit,2024,620.0,404/8 waterview walk,docklands,3008,2,1,-37.8196989,144.9481318,206041118,Greater Melbourne
2,Townhouse,2024,520.0,26 hillgrove way,mernda,3754,3,2,-37.6022116,145.0672053,209041532,Greater Melbourne
1,House,2024,400.0,39 bethany road,hoppers crossing,3029,3,2,-37.857627,144.678496,213051361,Greater Melbourne
2,Townhouse,2024,490.0,48 valencia boulevard,doreen,3754,3,2,-37.6098546,145.128606,209041528,Greater Melbourne
2,House,2024,420.0,33 bayview walk,thornhill park,3335,3,2,-37.7163565,144.6234444,213041359,Greater Melbourne
0,Unit,2024,580.0,2601/105 clarendon st,southbank,3006,1,1,-37.82701429999999,144.9580748,206041508,Greater Melbourne
2,Townhouse,2024,1000.0,5/54-56 alfred st,kew,3101,4,2,-37.8115424,145.0546635,207011521,Greater Melbourne
1,Unit,2024,690.0,302/119 turner street,abbotsford,3067,2,2,-37.799287,145.0004252,206071139,Greater Melbourne
1,Townhouse,2024,820.0,6a woods street,ascot vale,3032,3,2,-37.7704467,144.9013308,206031113,Greater Melbourne
1,Unit,2024,595.0,107/27-31 herbert street,st kilda,3182,1,1,-37.872297,144.9832287,206051513,Greater Melbourne
1,Unit,2024,725.0,102/525 high street,prahran,3181,2,2,-37.8533921,145.005703,206061136,Greater Melbourne
1,Unit,2024,420.0,2/7 haynes court,melton,3337,3,1,-37.678691,144.586784,213041577,Greater Melbourne
1,Unit,2024,790.0,719/626 heidelberg road,alphington,3078,2,2,-37.7829678,145.0277043,206071145,Greater Melbourne
0,Unit,2024,530.0,409/33 mackenzie street,melbourne,3000,2,1,-37.8078362,144.9669868,206041503,Greater Melbourne
1,Unit,2024,695.0,6 martha street,donvale,3111,3,2,-37.795872,145.1743186,211021261,Greater Melbourne
1,Unit,2024,280.0,8/14 rondell avenue,west footscray,3012,1,1,-37.7977972,144.8692894,213031351,Greater Melbourne
1,House,2024,1450.0,73 budd street,collingwood,3066,3,2,-37.7950514,144.9870422,206071141,Greater Melbourne
2,House,2024,750.0,3 hotham street,hughesdale,3166,3,1,-37.9001331,145.0785483,208021180,Greater Melbourne
0,Unit,2024,550.0,11/11a milton street,elwood,3184,2,1,-37.874472,144.9885294,206051129,Greater Melbourne
0,House,2024,570.0,120 hyde street,yarraville,3013,3,1,-37.813287,144.8971521,213031352,Greater Melbourne
2,House,2024,1100.0,16 panoramic road,balwyn north,3104,4,2,-37.79261899999999,145.0790159,207011148,Greater Melbourne
2,House,2024,530.0,17 king street,dandenong,3175,3,1,-37.9829495,145.2172873,212041563,Greater Melbourne
0,Unit,2024,600.0,507/220 spencer street,melbourne,3000,1,1,-37.8156973,144.9529038,206041505,Greater Melbourne
0,Unit,2024,560.0,109/253 franklin street,melbourne,3004,2,1,-37.8095025,144.9566681,206041504,Greater Melbourne
2,Townhouse,2024,730.0,1/131 bolton street,eltham,3095,3,2,-37.7313841,145.1347778,209011202,Greater Melbourne
2,House,2024,650.0,1 rubicon crescent,doncaster,3108,3,1,-37.7887169,145.1402551,207021157,Greater Melbourne
0,House,2024,530.0,73 allied drive,carrum downs,3201,3,1,-38.1101117,145.188532,214011370,Greater Melbourne
2,House,2024,440.0,41 gallery avenue,harkness,3337,4,2,-37.6674108,144.5494352,213041358,Greater Melbourne
1,Unit,2024,500.0,614/30 burnley st,richmond,3121,1,1,-37.8126488,145.0093583,206071518,Greater Melbourne
1,Unit,2024,790.0,,,,2,1,-37.83434430000001,144.9559035,206051512,Greater Melbourne
2,House,2024,580.0,36 terminus street,tarneit,3029,4,2,-37.8212851,144.6977011,213051584,Greater Melbourne
0,House,2024,620.0,54 elm street,northcote,3070,2,1,-37.7677242,144.9955478,206021500,Greater Melbourne
2,House,2024,1200.0,11 heysen court,doncaster east,3109,4,3,-37.7775911,145.1717914,207021424,Greater Melbourne
1,Townhouse,2024,690.0,23/6 dalgety street,oakleigh,3166,2,2,-37.8919765,145.0893988,212051326,Greater Melbourne
1,House,2024,385.0,2/212 derrimut road,hoppers crossing,3029,2,1,-37.8672046,144.685264,213051362,Greater Melbourne
2,House,2024,530.0,62 bandicoot loop,tarneit,3029,4,2,-37.8431513,144.6505465,213051582,Greater Melbourne
1,Unit,2024,320.0,6/19 normanby avenue,thornbury,3071,1,1,-37.7594608,144.9985699,206021112,Greater Melbourne
1,Unit,2024,795.0,1403/318 little lonsdale street,melbourne,3000,2,2,-37.8115836,144.9602874,206041504,Greater Melbourne
2,House,2024,590.0,1/24 station street,ferntree gully,3156,3,1,-37.884827,145.2954213,211011447,Greater Melbourne
1,House,2024,600.0,4 apium street,clyde,3978,4,2,-38.1275393,145.330745,212031303,Greater Melbourne
1,Unit,2024,995.0,30 wynnstay road,prahran,3181,3,1,-37.8529858,145.0104485,206061136,Greater Melbourne
2,House,2024,585.0,29 cavern boulevard,clyde north,3978,4,2,-38.1123178,145.3698975,212031556,Greater Melbourne
2,House,2024,480.0,48 ayesha avenue,melton south,3338,4,2,-37.6993848,144.5698677,213041578,Greater Melbourne
1,Unit,2024,480.0,1/12 acacia street,glenroy,3046,2,1,-37.708671,144.926765,210031535,Greater Melbourne
0,Unit,2024,720.0,2103/105 clarendon street,southbank,3006,2,2,-37.82701429999999,144.9580748,206041508,Greater Melbourne
2,Townhouse,2024,920.0,25/43-51 jeffcott street,west melbourne,3003,3,2,-37.8119543,144.9520312,206041510,Greater Melbourne
2,House,2024,835.0,35 menzies close,frankston south,3199,4,3,-38.15598749999999,145.1070904,214011373,Greater Melbourne
1,House,2024,580.0,26 nolan st,niddrie,3042,3,1,-37.7410656,144.8887856,210011230,Greater Melbourne
2,House,2024,750.0,29 joffre road,pascoe vale,3044,4,2,-37.7171973,144.9394307,210031538,Greater Melbourne
2,House,2024,580.0,5 conductor gr,clyde north,3978,4,2,-38.1206246,145.3705106,212031556,Greater Melbourne
1,Unit,2024,570.0,7/157 brighton road,elwood,3184,2,1,-37.8770905,144.9921271,206051129,Greater Melbourne
2,House,2024,570.0,21 shamrock way,truganina,3029,4,2,-37.8486826,144.7310356,213051588,Greater Melbourne
1,Unit,2024,750.0,8/106 southbank boulevard,southbank,3006,2,1,-37.8234771,144.9655478,206041509,Greater Melbourne
1,Unit,2024,575.0,207/204 high street,preston,3072,2,2,-37.744685,145.003107,209021428,Greater Melbourne
0,Unit,2024,620.0,1907/25 therry street,melbourne,3000,2,1,-37.8069564,144.9610982,206041504,Greater Melbourne
2,House,2024,580.0,102 morison road,clyde,3978,4,2,-38.1230983,145.3170331,212031558,Greater Melbourne
2,House,2024,500.0,10 solitaire way,wallan,3756,4,2,-37.4270123,144.9999568,209041224,Greater Melbourne
0,Unit,2024,550.0,1816/220 spencer street,melbourne,3000,1,1,-37.8154589,144.9528753,206041505,Greater Melbourne
0,House,2024,210.0,1/133 raleigh road,maribyrnong,3032,1,1,-37.768986,144.8880532,213031349,Greater Melbourne
0,House,2024,850.0,73 reynard street,coburg,3058,3,2,-37.7481813,144.9584733,206011498,Greater Melbourne
2,House,2024,775.0,8 tulloch gve,glen waverley,3150,3,1,-37.8974291,145.1496322,212051322,Greater Melbourne
2,House,2024,590.0,8 katunga crescent,broadmeadows,3047,3,1,-37.6766525,144.9133789,210051242,Greater Melbourne
1,House,2024,585.0,9 cynthia court,wantirna south,3152,3,1,-37.8636103,145.2516101,211011260,Greater Melbourne
1,House,2024,440.0,29 heffernan street,laverton,3028,3,1,-37.8638013,144.7670932,213051363,Greater Melbourne
2,Townhouse,2024,690.0,4/12 redwood street,heidelberg west,3081,3,2,-37.7453226,145.0409572,209011199,Greater Melbourne
1,Unit,2024,365.0,1/30 aberdeen grove,northcote,3070,1,1,-37.7744643,144.9922248,206021500,Greater Melbourne
0,Unit,2024,600.0,1211/1 freshwater place,southbank,3006,1,1,-37.8219262,144.962153,206041508,Greater Melbourne
0,Unit,2024,630.0,1309/25 therry street,melbourne,3000,2,1,-37.8069564,144.9610982,206041504,Greater Melbourne
1,House,2024,795.0,186 barkly street,brunswick,3056,2,1,-37.7769516,144.9662295,206011496,Greater Melbourne
1,House,2024,280.0,1/18 arnott street,clayton,3168,1,1,-37.91751319999999,145.1349079,212051567,Greater Melbourne
0,Unit,2024,620.0,301/151 berkeley street,melbourne,3000,2,1,-37.8021006,144.9583883,206041117,Greater Melbourne
1,Unit,2024,610.0,68/8 wells street,southbank,3006,2,1,-37.8261725,144.9689177,206041509,Greater Melbourne
2,Townhouse,2024,875.0,3/526 pascoe vale road,pascoe vale,3044,4,3,-37.7269424,144.9238762,210031537,Greater Melbourne
0,House,2024,650.0,10 vail street,prahran,3181,2,1,-37.8579728,145.0081007,206061136,Greater Melbourne
2,Townhouse,2024,960.0,3/18 standard avenue,box hill,3128,4,2,-37.8240909,145.1143213,207031163,Greater Melbourne
2,House,2024,550.0,65 elpis road,weir views,3338,4,2,-37.722925,144.5679294,213041578,Greater Melbourne
0,Unit,2024,850.0,8/saint mangos lane,docklands,3008,2,1,-37.81846020894449,144.9432422704157,206041118,Greater Melbourne
2,House,2024,500.0,7 cowley street,delahey,3037,3,2,-37.7153309,144.7678752,213011331,Greater Melbourne
1,House,2024,635.0,20 taronga court,nunawading,3131,3,1,-37.8067217,145.1683973,211041271,Greater Melbourne
1,House,2024,600.0,3 haig st,box hill south,3128,3,1,-37.8302456,145.1274257,207031163,Greater Melbourne
2,House,2024,750.0,2a netherall street,seaford,3198,3,2,-38.0933457,145.1309065,214011375,Greater Melbourne
1,Unit,2024,500.0,802/1 ascot vale road,flemington,3031,1,1,-37.7867825,144.9213168,206031115,Greater Melbourne
1,Unit,2024,430.0,9/45 flemington street,travancore,3032,2,1,-37.7821409,144.9347589,206031115,Greater Melbourne
1,House,2024,550.0,33 higgins street,fraser rise,3336,3,2,-37.7059164,144.7293377,213041574,Greater Melbourne
2,Unit,2024,490.0,22 renlik circuit,cranbourne north,3977,2,1,-38.0841554,145.3159986,212031559,Greater Melbourne
2,House,2024,670.0,21 may drive,gisborne,3437,4,2,-37.503846,144.6115078,210021232,Greater Melbourne
0,Unit,2024,480.0,301/296 flinders street,melbourne,3000,1,1,-37.8180403,144.9643186,206041505,Greater Melbourne
2,House,2024,460.0,10 plumstead street,wyndham vale,3024,4,2,-37.8508215,144.5973513,213051589,Greater Melbourne
0,Unit,2024,650.0,,,,1,1,-37.9885458,145.2127536,212041563,Greater Melbourne
1,House,2024,530.0,2 & 3/177 widford street,broadmeadows,3047,2,2,-37.6908232,144.9256201,210051242,Greater Melbourne
2,Unit,2024,1150.0,2306/14 kavanagh street,southbank,3006,3,2,-37.8226046,144.9662699,206041509,Greater Melbourne
0,Unit,2024,1100.0,6407/228 la trobe street,melbourne,3000,2,2,-37.809615,144.9623021,206041504,Greater Melbourne
2,House,2024,530.0,139 northumberland road,sunshine north,3020,3,1,-37.7663271,144.8423352,213011337,Greater Melbourne
0,House,2024,510.0,237 lower plenty road,rosanna,3084,2,1,-37.7381508,145.0726181,209011198,Greater Melbourne
1,Unit,2024,600.0,29/10 clifton street,prahran,3181,2,1,-37.851499,144.9952126,206061136,Greater Melbourne
2,House,2024,440.0,3 avon court,melton west,3337,4,2,-37.6797658,144.5588825,213041358,Greater Melbourne
1,Unit,2024,430.0,2/30a eumarella street,tullamarine,3043,2,1,-37.7050433,144.8781231,210051250,Greater Melbourne
2,Townhouse,2024,600.0,1a mclean street,brunswick west,3055,2,2,-37.7558229,144.9378982,206011107,Greater Melbourne
1,Unit,2024,540.0,115/436 stud road,wantirna south,3152,2,2,-37.874967,145.2326048,211011260,Greater Melbourne
2,House,2024,480.0,4 barrett road,maddingley,3340,4,2,-37.6878738,144.4056891,213041353,Greater Melbourne
1,House,2024,450.0,93 honour avenue,wyndham vale,3024,3,2,-37.8978691,144.626483,213051590,Greater Melbourne
1,Unit,2024,420.0,109a mossfiel drive,hoppers crossing,3029,2,1,-37.8687547,144.6901532,213051362,Greater Melbourne
2,Townhouse,2024,650.0,12 perissos place,keysborough,3173,3,2,-37.9998829,145.1668861,212041566,Greater Melbourne
0,Unit,2024,630.0,557 little lonsdale st,melbourne,3000,2,1,-37.813306,144.9553567,206041505,Greater Melbourne
1,Townhouse,2024,600.0,4/4 bernard street,reservoir,3073,2,1,-37.7184989,145.0106973,209021525,Greater Melbourne
1,Unit,2024,460.0,6/180 riversdale road,hawthorn,3122,2,1,-37.8297508,145.0412679,207011520,Greater Melbourne
2,House,2024,750.0,33 glenister drive,eltham,3095,3,2,-37.7190675,145.1574222,209031209,Greater Melbourne
1,Townhouse,2024,675.0,5/1a wattle road,maidstone,3012,3,1,-37.77791200000001,144.884631,213031347,Greater Melbourne
1,Townhouse,2024,680.0,3/71 thames st,box hill north,3129,3,2,-37.81368,145.1247744,207031163,Greater Melbourne
1,Unit,2024,680.0,1106/618 lonsdale street,melbourne,3000,2,1,-37.81441450000001,144.9539107,206041505,Greater Melbourne
1,Unit,2024,450.0,235/33 quay boulevard,werribee south,3030,2,1,-37.9651652,144.706802,213051368,Greater Melbourne
0,Studio,2024,470.0,2711/181 abeckett street,melbourne,3000,1,1,-37.8101564,144.9581958,206041504,Greater Melbourne
0,House,2024,570.0,91 hemingway drive,rockbank,3335,4,2,-37.7352683,144.663562,213041359,Greater Melbourne
0,House,2024,700.0,28 fehon st,yarraville,3013,2,1,-37.81509,144.887402,213031352,Greater Melbourne
0,Studio,2024,250.0,5/74 jones road,dandenong,3175,1,1,-37.9770257,145.2021823,212041563,Greater Melbourne
0,Unit,2024,990.0,3305/500 elizabeth street,melbourne,3000,3,2,-37.8071364,144.9603738,206041504,Greater Melbourne
0,Studio,2024,350.0,room 2/3 campbell street,frankston,3199,1,1,-38.1456898,145.1422802,214011372,Greater Melbourne
1,Unit,2024,500.0,13/757 burwood road,hawthorn east,3123,2,1,-37.8242199,145.0501505,207011152,Greater Melbourne
1,Unit,2024,490.0,level g,"10/1172 burwood highway, upper ferntree gully",3156,2,1,-37.8935728,145.3065183,211011448,Greater Melbourne
0,Studio,2024,300.0,184 dorset road,boronia,3155,1,1,-37.8658296,145.2856746,211011446,Greater Melbourne
0,House,2024,500.0,79 stony point road,crib point,3919,3,1,-38.3657643,145.2048317,214021379,Greater Melbourne
2,House,2024,520.0,74 bona vista rise,clyde,3978,3,2,-38.1285459,145.322031,212031558,Greater Melbourne
1,House,2024,560.0,3/4 belmont st,preston,3072,3,1,-37.7404695,144.9889117,209021429,Greater Melbourne
2,House,2024,580.0,30 cotter way,truganina,3029,4,2,-37.7701364,144.6893533,213041359,Greater Melbourne
1,Unit,2024,500.0,4/69 medway street,box hill north,3129,2,1,-37.8118671,145.1238052,207031164,Greater Melbourne
2,Townhouse,2024,520.0,1043 edgars road,wollert,3750,3,2,-37.6161834,145.0045546,209041437,Greater Melbourne
3,Townhouse,2024,875.0,236/220 chapel road,keysborough,3173,4,2,-38.0124383,145.1583855,212041566,Greater Melbourne
2,House,2024,600.0,137 thames street,box hill,3128,3,1,-37.8129476,145.1167371,207031163,Greater Melbourne
2,House,2024,1100.0,18 banjo circuit,bonbeach,3196,4,3,-38.0597833,145.132932,208031186,Greater Melbourne
1,House,2024,500.0,5 mornington crescent,rockbank,3335,3,3,-37.7392035,144.6492741,213041359,Greater Melbourne
2,Unit,2024,680.0,19a ramsey street,burwood east,3151,3,2,-37.8488693,145.1372781,207031166,Greater Melbourne
2,House,2024,470.0,33 mopane circuit,wyndham vale,3024,4,2,-37.8962437,144.6076419,213051590,Greater Melbourne
1,Unit,2024,500.0,196 como parade east,parkdale,3195,2,1,-37.9937922,145.0774593,208031193,Greater Melbourne
0,House,2024,650.0,16 pridham street,kensington,3031,3,1,-37.7891837,144.9307327,206041121,Greater Melbourne
0,Unit,2024,590.0,3811/81 city road,southbank,3006,1,1,-37.8223284,144.9652936,206041509,Greater Melbourne
1,Unit,2024,730.0,503/100 harbour esplanade,docklands,3008,2,1,-37.81837549999999,144.9468886,206041118,Greater Melbourne
2,House,2024,500.0,23 delhi grove,rockbank,3335,4,2,-37.7438114,144.663418,213041359,Greater Melbourne
0,House,2024,700.0,13 the crescent,footscray,3011,2,1,-37.7937754,144.8938775,213031348,Greater Melbourne
2,Unit,2024,800.0,104/11 bent street,bentleigh,3204,3,2,-37.9165628,145.0377515,208021174,Greater Melbourne
1,Unit,2024,650.0,3/22 griffiths street,caulfield south,3162,2,1,-37.8900532,145.0318278,208021178,Greater Melbourne
2,House,2024,530.0,4 kelso place,berwick,3806,3,1,-38.049038,145.3442931,212021553,Greater Melbourne
0,Unit,2024,530.0,3101/33 rose lane,melbourne,3000,1,1,-37.8150001,144.9538708,206041505,Greater Melbourne
2,House,2024,550.0,9 heidelberg street,mambourin,3024,4,2,-37.8898885,144.5902263,213051468,Greater Melbourne
2,House,2024,480.0,45 meredith crescent,hampton park,3976,3,1,-38.042549,145.277225,212031561,Greater Melbourne
1,House,2024,450.0,1/5 yaltara close,cranbourne west,3977,3,2,-38.1047595,145.2544631,212031304,Greater Melbourne
1,Unit,2024,610.0,303/25 lynch street,hawthorn,3122,2,1,-37.82161139999999,145.0343038,207011520,Greater Melbourne
2,House,2024,600.0,27 pharaoh drive,cranbourne,3977,4,2,-38.0913978,145.2886973,212031300,Greater Melbourne
1,House,2024,465.0,8 chorley street,strathtulloh,3338,4,2,-37.7229483,144.5966427,213041572,Greater Melbourne
2,Townhouse,2024,520.0,13/11 harrison crt,altona meadows,3028,3,2,-37.872845,144.781446,213021342,Greater Melbourne
1,Unit,2024,550.0,10/45 kensington road,south yarra,3141,2,1,-37.8365787,145.0014185,206061515,Greater Melbourne
2,Townhouse,2024,900.0,5 amara circuit,oakleigh south,3167,4,3,-37.9217804,145.1068513,212051326,Greater Melbourne
1,Townhouse,2024,750.0,h8/108 o'shanassy street,north melbourne,3051,3,2,-37.7994575,144.945362,206041506,Greater Melbourne
2,Unit,2024,1300.0,2703/368 st kilda road,melbourne,3004,2,2,-37.8318264,144.9710642,206051512,Greater Melbourne
2,House,2024,510.0,14 caucasus street,truganina,3029,4,2,-37.7621848,144.6936108,213041359,Greater Melbourne
4,House,2024,680.0,230 rossmoyne street,thornbury,3071,2,1,-37.7587578,145.0146698,206021112,Greater Melbourne
1,Unit,2024,510.0,103/2 olive york way,brunswick west,3055,2,1,-37.7585094,144.9396326,206011107,Greater Melbourne
2,House,2024,640.0,8 harrington avenue,craigieburn,3064,4,2,-37.5919916,144.9063707,210051543,Greater Melbourne
0,Unit,2024,650.0,4807/301 king street,melbourne,3000,1,1,-37.8132921,144.954018,206041505,Greater Melbourne
0,Unit,2024,360.0,16/3 holmes street,brunswick east,3057,1,1,-37.7614109,144.9738506,206011106,Greater Melbourne
1,Unit,2024,640.0,2a newsom street,ascot vale,3032,3,1,-37.7725775,144.9065426,206031113,Greater Melbourne
