,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,SA2_CODE21,GCC_NAME21,dist_to_city
519,4,House,2024,450.0,425 sandmount road,katunga,3640.0,4,1,-35.9993158,145.5909518,216021413,Rest of Vic.,60.909459999999996
520,1,House,2024,450.0,33 everton crescent,charlemont,3217.0,3,2,-38.209616,144.3637822,203021485,Rest of Vic.,8.18474
521,1,Unit,2024,275.0,1/630 huntly fosterville road,huntly,3551.0,1,1,-36.6837704,144.396441,202031032,Rest of Vic.,14.602549999999999
522,5,House,2024,650.0,17 clarendon avenue,wodonga,3690.0,4,2,-36.1490647,146.8692902,204031492,Rest of Vic.,4.368180000000001
523,1,House,2024,360.0,1 hakea court,portland,3305.0,3,1,-38.3664873,141.595933,217011422,Rest of Vic.,103.01308999999999
524,1,House,2024,350.0,39 reynolds street,paynesville,3880.0,2,1,-37.9149622,147.716008,205021086,Rest of Vic.,130.47772
525,1,House,2024,410.0,2/3 davis street,belmont,3216.0,2,1,-38.1836128,144.3327069,203021037,Rest of Vic.,5.10935
526,5,House,2024,550.0,260 church road,hazelwood north,3840.0,4,2,-38.2732393,146.463384,205041094,Rest of Vic.,12.386299999999999
527,2,House,2024,775.0,1/39 anderson street,torquay,3228.0,3,2,-38.3335424,144.3194333,203031053,Rest of Vic.,22.006040000000002
528,2,House,2024,500.0,2 fuchsia court,newcomb,3219.0,3,2,-38.1687642,144.3955773,203021045,Rest of Vic.,4.33366
529,1,Unit,2024,345.0,1/16 marungi st,shepparton,3630.0,2,1,-36.374994,145.397358,216031416,Rest of Vic.,1.20285
530,2,House,2024,530.0,86 main st,elliminyt,3250.0,3,2,-38.3533992,143.5838791,217031472,Rest of Vic.,77.12651
531,2,House,2024,475.0,13 mclaughlin st,stawell,3380.0,3,2,-37.0672843,142.7721153,215011392,Rest of Vic.,122.65591
532,2,House,2024,460.0,20 graduation place,churchill,3842.0,3,2,-38.3205646,146.4241961,205041094,Rest of Vic.,21.493959999999998
533,2,Townhouse,2024,625.0,31a gwynne street,hamlyn heights,3215.0,3,3,-38.1271289,144.3331787,203021040,Rest of Vic.,4.66498
534,0,House,2024,450.0,15 mills street,maffra,3860.0,3,1,-37.9698103,146.9882883,205051101,Rest of Vic.,61.149440000000006
535,1,Unit,2024,280.0,2/13 bennett street,shepparton,3630.0,1,1,-36.3946281,145.3957413,216031594,Rest of Vic.,1.46238
536,1,Townhouse,2024,480.0,12/11 brandon mews,grovedale,3216.0,3,2,-38.198034,144.3489492,203021487,Rest of Vic.,6.53804
537,2,House,2024,600.0,30 james street,port fairy,3284.0,4,2,-38.38391050000001,142.2340197,217041478,Rest of Vic.,28.33416
538,0,House,2024,330.0,49 bree road,hamilton,3300.0,2,1,-37.7312415,142.028307,217011421,Rest of Vic.,101.01281
539,2,House,2024,450.0,23 antoinette avenue,bonshaw,3352.0,4,2,-37.5970247,143.8211723,201011006,Rest of Vic.,6.264609999999999
540,1,Townhouse,2024,350.0,unit 2/198 knight st,shepparton,3630.0,2,1,-36.3760728,145.4135827,216031416,Rest of Vic.,2.29677
541,4,House,2024,530.0,3 bloomfields lane,tylden,3444.0,3,1,-37.32891499999999,144.4073951,202021030,Rest of Vic.,79.79086
542,1,Townhouse,2024,320.0,122 peter thomson circuit,yarrawonga,3730.0,1,1,-36.0101381,146.0451651,216021414,Rest of Vic.,86.25152
543,0,House,2024,380.0,79 victoria street,korumburra,3950.0,2,1,-38.428185,145.8163657,205031089,Rest of Vic.,87.94453
544,2,House,2024,340.0,117 elizabeth street,edenhope,3318.0,3,1,-37.0363502,141.2898449,215011393,Rest of Vic.,217.54867000000002
545,2,House,2024,410.0,120 steeles rd,leslie manor,3260.0,4,1,-38.1163772,143.3519597,217031474,Rest of Vic.,89.79966999999999
546,1,Unit,2024,320.0,1/613 ascot street south,redan,3350.0,2,1,-37.5742153,143.842183,201011484,Rest of Vic.,3.03144
547,0,Duplex,2024,480.0,26 kennedy street,castlemaine,3450.0,3,2,-37.063725,144.214836,202021027,Rest of Vic.,39.3135
548,2,House,2024,460.0,2 moreton bay dr,highton,3216.0,3,2,-38.1802845,144.3148027,203021042,Rest of Vic.,6.82578
549,0,House,2024,315.0,6 palm court,heathcote,3523.0,3,1,-36.934648,144.7153555,202021029,Rest of Vic.,47.79664
550,2,House,2024,600.0,10 dorr court,belmont,3216.0,3,2,-38.1906347,144.3468034,203021037,Rest of Vic.,5.5514399999999995
551,2,House,2024,450.0,5 winstanley road,thomson,3219.0,3,2,-38.170542,144.3796145,203021039,Rest of Vic.,3.63642
552,1,House,2024,460.0,13 dean street,belmont,3216.0,3,1,-38.1776312,144.3420559,203021037,Rest of Vic.,4.238569999999999
553,1,House,2024,480.0,6 glasgow street,wodonga,3690.0,3,1,-36.1288501,146.9043701,204031492,Rest of Vic.,2.1718200000000003
554,1,Unit,2024,300.0,10/13 saxtons dr,moe,3825.0,2,1,-38.1708285,146.2606637,205041095,Rest of Vic.,30.60686
555,3,House,2024,495.0,11 hamilton,shepparton,3630.0,3,1,-36.3903614,145.4103386,216031594,Rest of Vic.,1.78473
556,1,House,2024,400.0,721 latrobe street,redan,3350.0,3,2,-37.5722372,143.830172,201011484,Rest of Vic.,3.9624800000000002
557,1,House,2024,450.0,85 stirling road,metung,3904.0,2,1,-37.8836154,147.8509849,205021084,Rest of Vic.,146.59181
558,2,House,2024,815.0,44 stretton drive,torquay,3228.0,4,2,-38.3039496,144.3355323,203031053,Rest of Vic.,19.88328
559,2,House,2024,450.0,22 nethersole,shepparton,3630.0,3,1,-36.3580761,145.3860947,216031416,Rest of Vic.,3.70347
560,3,House,2024,400.0,11 rose street,manangatang,3546.0,4,2,-35.0520618,142.8798145,215031405,Rest of Vic.,146.69938
561,1,House,2024,395.0,5/403 humffray street north,brown hill,3350.0,3,1,-37.5506288,143.9015307,201011481,Rest of Vic.,4.26492
562,1,Townhouse,2024,590.0,123 weller street,geelong west,3218.0,3,2,-38.1411266,144.343767,203021040,Rest of Vic.,2.10085
563,2,House,2024,450.0,316a barkly street,ararat,3377.0,3,2,-37.2849234,142.9405154,215011386,Rest of Vic.,92.50667
564,1,House,2024,560.0,1 reef street,bendigo,3550.0,3,1,-36.7591614,144.2673632,202011018,Rest of Vic.,2.09081
565,2,House,2024,850.0,150 grossmans rd,torquay,3228.0,3,2,-38.3190646,144.3030242,203031053,Rest of Vic.,21.86915
566,1,House,2024,495.0,75 camden road,newtown,3220.0,3,1,-38.1549167,144.3256985,203021046,Rest of Vic.,3.89686
567,2,House,2024,420.0,14 fidge crescent,breakwater,3219.0,3,1,-38.1756649,144.3779568,203021039,Rest of Vic.,4.03665
568,0,House,2024,155.0,9,"1 north valley road, highton",3216.0,1,1,-38.17228679999999,144.3183883,203021042,Rest of Vic.,5.92762
569,2,House,2024,680.0,2 pitt street,bendigo,3550.0,3,2,-36.7601939,144.266542,202011018,Rest of Vic.,2.10979
570,4,House,2024,650.0,33 mcpherson street,horsham,3400.0,3,2,-36.7130782,142.2051298,215011388,Rest of Vic.,226.89683
571,0,House,2024,570.0,56 myers street,bendigo,3550.0,3,2,-36.758958,144.2872243,202011018,Rest of Vic.,0.54338
572,0,Unit,2024,450.0,1c murray road,queenscliff,3225.0,2,1,-38.2711034,144.6322596,203031052,Rest of Vic.,29.78698
573,1,Unit,2024,430.0,2/19 mcmillan avenue,geelong,3220.0,2,1,-38.1342226,144.3522204,203021039,Rest of Vic.,2.2735100000000004
574,2,House,2024,385.0,unit 1,"83 jacaranda street, red cliffs",3496.0,3,1,-34.3106984,142.1868962,215021399,Rest of Vic.,15.61098
575,2,House,2024,450.0,5 butterworth street,castlemaine,3450.0,3,2,-37.0650159,144.2062465,202021027,Rest of Vic.,40.121120000000005
576,1,Unit,2024,320.0,4/368 deakin avenue,mildura,3500.0,2,1,-34.203708,142.141004,215021470,Rest of Vic.,1.81952
577,2,House,2024,510.0,39 harper st,wangaratta,3677.0,4,2,-36.3609048,146.3187742,204021066,Rest of Vic.,69.25619999999999
578,2,Unit,2024,350.0,2/159 phillipson street,wangaratta,3677.0,2,1,-36.3431524,146.307038,204021066,Rest of Vic.,70.91941
579,4,House,2024,470.0,31 roper street,mount beauty,3699.0,3,1,-36.735841,147.17716,204031069,Rest of Vic.,85.52808
580,1,Unit,2024,340.0,5/56 huon creek road,wodonga,3690.0,2,1,-36.1478464,146.8737687,204031492,Rest of Vic.,3.83377
581,2,House,2024,660.0,13 ucres way,golden square,3555.0,3,2,-36.7821223,144.2377531,202011022,Rest of Vic.,5.96476
582,2,Unit,2024,470.0,26b donnybrook road,norlane,3214.0,3,2,-38.0862285,144.3454529,203021488,Rest of Vic.,9.06719
583,1,Townhouse,2024,420.0,3/121 marley street,sale,3850.0,2,1,-38.1016884,147.0697327,205051103,Rest of Vic.,57.20715
584,1,House,2024,380.0,17 mauger street,wendouree,3355.0,3,1,-37.522146,143.8273229,201011008,Rest of Vic.,7.3917
585,2,House,2024,440.0,5 dairy crescent,maryborough,3465.0,4,2,-37.0360767,143.7415958,201031016,Rest of Vic.,68.37106
586,2,House,2024,550.0,8 revival street,charlemont,3217.0,4,2,-38.2204279,144.3671893,203021485,Rest of Vic.,8.983979999999999
587,1,Unit,2024,300.0,10/19 lake avenue,ocean grove,3226.0,1,1,-38.2575603,144.5092267,203031490,Rest of Vic.,22.85922
588,1,Studio,2024,375.0,19 jockia ridge,grovedale,3216.0,1,1,-38.2132643,144.3128117,203021487,Rest of Vic.,9.26957
589,2,House,2024,550.0,10 neiley street,newtown,3220.0,3,1,-38.157558,144.3343845,203021046,Rest of Vic.,3.5171
590,2,House,2024,525.0,37 wanderlust drive,mount duneed,3217.0,4,2,-38.2193542,144.3105,203021487,Rest of Vic.,11.29175
591,2,House,2024,515.0,28 barbra drive,charlemont,3217.0,4,2,-38.214272,144.3557042,203021485,Rest of Vic.,9.07251
592,2,House,2024,675.0,14 otway street,lorne,3232.0,3,1,-38.5368753,143.9720676,203031049,Rest of Vic.,85.36466
593,2,House,2024,400.0,199 timboon-terang road,ecklin south,3265.0,4,1,-38.375445,142.9127085,217031475,Rest of Vic.,40.56218
594,2,House,2024,695.0,31 inveray ave,jan juc,3228.0,3,2,-38.33984950000001,144.2985451,203031053,Rest of Vic.,24.403299999999998
595,2,House,2024,530.0,14 jindabyne street,armstrong creek,3217.0,4,2,-38.2229192,144.3545591,203021485,Rest of Vic.,10.17599
596,0,House,2024,400.0,16 goulburn street,seymour,3660.0,3,1,-37.0280141,145.13849,204011059,Rest of Vic.,81.40397999999999
597,2,House,2024,450.0,10 ferry grove,newcomb,3219.0,3,1,-38.1677748,144.3867571,203021045,Rest of Vic.,3.4638400000000003
598,1,Townhouse,2024,490.0,1/13 oakhill avenue,highton,3216.0,3,2,-38.1706437,144.2997082,203021042,Rest of Vic.,8.06977
599,0,Unit,2024,280.0,1/11 hyland street,moe,3825.0,2,1,-38.1656896,146.2667709,205041095,Rest of Vic.,33.5159
600,1,Unit,2024,380.0,2/42 lansdowne street,sale,3850.0,2,1,-38.1077196,147.0772987,205051103,Rest of Vic.,57.17082
601,2,House,2024,600.0,4 logan court,mount helen,3350.0,4,2,-37.6289012,143.8738292,201011005,Rest of Vic.,8.91308
602,0,House,2024,300.0,838 drysdale road,euroa,3666.0,2,1,-36.7487011,145.4636256,204011055,Rest of Vic.,54.333239999999996
603,4,House,2024,1800.0,26 riverside terrace,barwon heads,3227.0,6,2,-38.2760147,144.4960046,203031489,Rest of Vic.,22.94613
604,2,Unit,2024,480.0,1/3 wren court,wodonga,3690.0,3,2,-36.1291537,146.855246,204031073,Rest of Vic.,4.96179
605,1,House,2024,525.0,149 tower road,portarlington,3223.0,3,3,-38.1236499,144.6445026,203031051,Rest of Vic.,29.45504
606,1,House,2024,560.0,11 pyke street,quarry hill,3550.0,2,1,-36.7695861,144.2852924,202011021,Rest of Vic.,1.59817
607,1,House,2024,350.0,3 trentham street,moe,3825.0,3,1,-38.1873151,146.2420075,205041095,Rest of Vic.,33.30413
608,2,House,2024,440.0,62 alfredton drive,alfredton,3350.0,3,2,-37.5604076,143.7951288,201011001,Rest of Vic.,6.93304
609,1,House,2024,350.0,cabin 2/18 williams street,inverloch,3996.0,1,1,-38.6326013,145.7302522,205031093,Rest of Vic.,99.31473
610,2,Townhouse,2024,570.0,45b victory way,highton,3216.0,3,2,-38.1670493,144.3095253,203021042,Rest of Vic.,7.246989999999999
611,1,Unit,2024,380.0,1/40 canadian parade,corio,3214.0,3,1,-38.0760746,144.3617995,203021486,Rest of Vic.,9.08498
612,1,House,2024,600.0,214 liebig street,warrnambool,3280.0,4,2,-38.3789719,142.4875733,217041479,Rest of Vic.,1.09906
613,2,House,2024,500.0,145 birdwood avenue,sebastopol,3356.0,5,2,-37.5979659,143.824389,201011006,Rest of Vic.,6.105
614,1,Unit,2024,440.0,302/8 gheringhap street,geelong,3220.0,1,1,-38.14371939999999,144.3591158,203021039,Rest of Vic.,0.91963
615,1,House,2024,430.0,3 pitcher street,ararat,3377.0,4,2,-37.2839469,142.9187106,215011386,Rest of Vic.,94.92647
616,1,House,2024,520.0,4/127 barrabool road,highton,3216.0,2,2,-38.17110539999999,144.3169352,203021042,Rest of Vic.,6.19632
617,2,House,2024,430.0,341 vickers street,sebastopol,3356.0,4,2,-37.5930848,143.8288076,201011484,Rest of Vic.,5.38701
618,1,House,2024,750.0,23 king street,daylesford,3460.0,3,3,-37.3510508,144.141163,201021011,Rest of Vic.,47.5881
619,1,House,2024,330.0,7a mckenzie street,wonthaggi,3995.0,2,1,-38.6105845,145.5968855,205031093,Rest of Vic.,136.38377
620,2,House,2024,590.0,8 inverness dr,junortoun,3551.0,4,2,-36.7801549,144.3426993,202011024,Rest of Vic.,7.415520000000001
621,0,House,2024,500.0,1/17 macrae street,east bairnsdale,3875.0,3,1,-37.8251206,147.6474277,205021081,Rest of Vic.,118.85674
622,0,Unit,2024,380.0,6/506 dana street,ballarat central,3350.0,2,1,-37.5632005,143.8517788,201011002,Rest of Vic.,1.09004
623,1,House,2024,420.0,31 mathieson st,sale,3850.0,3,1,-38.0947929,147.07316,205051103,Rest of Vic.,54.85104
624,2,House,2024,310.0,10 mcneill street,ararat,3377.0,2,1,-37.2759694,142.9269105,215011386,Rest of Vic.,94.60512
625,3,House,2024,350.0,12 robert street,morwell,3840.0,3,1,-38.2207865,146.4244772,205041096,Rest of Vic.,12.146700000000001
626,0,House,2024,400.0,2 maude street,morwell,3840.0,3,1,-38.2290791,146.4094198,205041096,Rest of Vic.,13.787030000000001
627,2,House,2024,450.0,25 howkins avenue,winter valley,3358.0,4,2,-37.5893695,143.8012178,201011006,Rest of Vic.,7.250100000000001
628,0,House,2024,450.0,27 dimora avenue,camperdown,3260.0,3,1,-38.23496,143.1364802,217031471,Rest of Vic.,67.76263
629,2,Townhouse,2024,610.0,2/15 maurice street,herne hill,3218.0,3,2,-38.1290734,144.3220466,203021040,Rest of Vic.,5.29755
630,1,House,2024,395.0,322 raglan street south,ballarat central,3350.0,2,1,-37.5686348,143.8486758,201011002,Rest of Vic.,1.78859
631,0,House,2024,365.0,1226 grevillea road,wendouree,3355.0,3,1,-37.5261684,143.8212266,201011008,Rest of Vic.,6.87689
632,2,House,2024,550.0,45 meadowbrook crescent,warragul,3820.0,4,2,-38.1521487,145.9187895,205011079,Rest of Vic.,62.40446
633,1,House,2024,390.0,4/1-4 howe court,geelong west,3218.0,2,1,-38.1338634,144.3462659,203021040,Rest of Vic.,2.89756
634,0,Unit,2024,310.0,5 treasure street,castlemaine,3450.0,1,1,-37.071673,144.2349488,202021027,Rest of Vic.,41.238949999999996
635,0,House,2024,405.0,29 mill road,harrietville,3741.0,2,1,-36.8982059,147.0595759,204031069,Rest of Vic.,121.61094
636,2,House,2024,500.0,8 james drive,delacombe,3356.0,4,2,-37.5801638,143.8137491,201011006,Rest of Vic.,5.77189
637,1,House,2024,570.0,22 chadwick street,newtown,3220.0,3,2,-38.1487675,144.3416466,203021046,Rest of Vic.,2.26716
638,2,House,2024,410.0,69 twelfth street,mildura,3500.0,3,1,-34.1959567,142.161057,215021469,Rest of Vic.,1.96982
639,2,House,2024,520.0,57 giovanni drive,charlemont,3217.0,4,3,-38.2094609,144.3519798,203021485,Rest of Vic.,9.37589
640,2,House,2024,550.0,15 aeolus street,armstrong creek,3217.0,4,2,-38.2277531,144.3774786,203031489,Rest of Vic.,10.87827
641,0,Unit,2024,320.0,1/110 west fyans st,newtown,3220.0,1,1,-38.1590759,144.3420104,203021046,Rest of Vic.,2.74121
642,2,House,2024,480.0,96 commercial road,morwell,3840.0,4,2,-38.2349237,146.3874803,205041096,Rest of Vic.,17.66691
643,2,House,2024,600.0,19 blackwood crescent,yarrawonga,3730.0,4,2,-36.0174954,146.0167865,216021414,Rest of Vic.,81.87048
644,1,Unit,2024,285.0,24/30-38 park lane,traralgon,3844.0,1,1,-38.1879313,146.5530905,205041493,Rest of Vic.,1.95119
645,1,Unit,2024,600.0,308/18 malone street,geelong,3220.0,2,1,-38.1405619,144.3555334,203021039,Rest of Vic.,1.18429
646,1,House,2024,410.0,62 giot drive,wendouree,3355.0,3,2,-37.5183299,143.830603,201011008,Rest of Vic.,6.90596
647,2,House,2024,520.0,47 hedge street,armstrong creek,3217.0,4,2,-38.2370747,144.3506226,203021485,Rest of Vic.,11.97064
648,1,House,2024,495.0,33 kerr street,warrnambool,3280.0,3,1,-38.3764961,142.4761691,217041480,Rest of Vic.,1.20421
649,1,House,2024,525.0,22 newell street,lara,3212.0,3,2,-38.03370140000001,144.3967547,203021043,Rest of Vic.,14.73031
650,1,Unit,2024,330.0,1/10 lake street,lake wendouree,3350.0,1,1,-37.5507463,143.8461516,201011002,Rest of Vic.,2.66823
651,2,House,2024,445.0,14 hotchkiss way,smythes creek,3351.0,4,2,-37.5942474,143.8004101,201011006,Rest of Vic.,7.61124
652,2,House,2024,460.0,60 pritchard street,swan hill,3585.0,3,1,-35.3369792,143.5455256,215031404,Rest of Vic.,188.78981
653,2,House,2024,675.0,75 dell boulevard,fyansford,3218.0,4,2,-38.1387399,144.3060469,203021040,Rest of Vic.,6.4178500000000005
654,2,Unit,2024,570.0,10 o'farrell place,geelong,3220.0,2,1,-38.1493128,144.3575098,203021039,Rest of Vic.,0.37288
655,2,House,2024,530.0,10 atlantic drive,indented head,3223.0,4,2,-38.1391363,144.7015425,203031051,Rest of Vic.,39.65985
656,1,House,2024,500.0,54 ernest street,bell post hill,3215.0,3,1,-38.1003926,144.3279504,203021047,Rest of Vic.,7.87224
657,8,House,2024,450.0,2 tait street,delacombe,3356.0,4,2,-37.58820619999999,143.8253716,201011006,Rest of Vic.,5.00578
658,2,House,2024,440.0,91 the avenue,traralgon,3844.0,3,1,-38.1859684,146.557197,205041493,Rest of Vic.,2.67607
659,1,Unit,2024,410.0,82b giddings street,north geelong,3215.0,2,1,-38.1154541,144.3462049,203021047,Rest of Vic.,5.15746
660,1,House,2024,425.0,23 fitzroy street,sale,3850.0,3,1,-38.1008853,147.0613956,205051103,Rest of Vic.,50.572669999999995
661,1,House,2024,670.0,1/157 wendouree parade,lake wendouree,3350.0,2,2,-37.5565091,143.8314269,201011002,Rest of Vic.,3.2752
662,1,House,2024,280.0,32 holloway street,boort,3537.0,3,1,-36.1124187,143.7295645,202031033,Rest of Vic.,103.22045
663,2,House,2024,400.0,6 seymour crescent,soldiers hill,3350.0,2,1,-37.5549076,143.8631584,201011482,Rest of Vic.,1.44559
664,1,House,2024,450.0,45 settlement rd,belmont,3216.0,3,1,-38.1795823,144.3507819,203021037,Rest of Vic.,4.09962
665,2,House,2024,420.0,1010 dana street,ballarat central,3350.0,3,3,-37.5624697,143.8445797,201011002,Rest of Vic.,1.6811099999999999
666,2,House,2024,510.0,10 bluebill street,st leonards,3223.0,4,2,-38.1880177,144.7033186,203031051,Rest of Vic.,32.59268
667,2,House,2024,480.0,61 scenic drive,cowes,3922.0,3,2,-38.4610461,145.205871,205031091,Rest of Vic.,142.70303
668,2,House,2024,850.0,230 view street,bendigo,3550.0,3,3,-36.754721,144.2740156,202011018,Rest of Vic.,1.2649000000000001
669,1,House,2024,170.0,room 5,"5 ficinia mews, highton",3216.0,1,1,-38.1992192,144.3066506,203021042,Rest of Vic.,8.62468
670,0,House,2024,540.0,7 gleno court,cardigan,3352.0,4,2,-37.5326068,143.7689866,201011001,Rest of Vic.,9.13565
671,1,Unit,2024,390.0,2/9 burnett street,sebastopol,3356.0,3,2,-37.6028248,143.841629,201011484,Rest of Vic.,5.9958800000000005
672,1,Unit,2024,475.0,4/17a the esplanade,geelong,3220.0,2,1,-38.1345686,144.3548803,203021039,Rest of Vic.,2.3755900000000003
673,2,House,2024,1400.0,25 shakespeare avenue,mount helen,3350.0,8,4,-37.6256366,143.8757438,201011005,Rest of Vic.,8.03603
674,1,Unit,2024,350.0,1/29 paola lane,germantown,3741.0,2,1,-36.7490015,147.0236089,204031069,Rest of Vic.,103.26834
675,6,House,2024,800.0,150 thielemanns rd,gherang,3240.0,4,2,-38.309298,144.1173366,203011036,Rest of Vic.,33.939809999999994
676,0,House,2024,365.0,30 malmesbury street,wendouree,3355.0,3,1,-37.524696,143.8323283,201011008,Rest of Vic.,6.2375
677,1,Townhouse,2024,375.0,4a inkerman street,newington,3350.0,3,1,-37.5661725,143.836856,201011002,Rest of Vic.,2.85984
678,2,House,2024,500.0,19 skipton street,ballarat central,3350.0,5,2,-37.5684386,143.8538904,201011002,Rest of Vic.,1.65093
679,0,House,2024,165.0,room 4/32-34 churchill avenue,bendigo,3550.0,1,1,-36.7730392,144.2925706,202011021,Rest of Vic.,2.01434
680,2,House,2024,820.0,228 view street,bendigo,3550.0,3,3,-36.7549673,144.2742528,202011018,Rest of Vic.,1.78904
681,1,Unit,2024,215.0,1/302 old sale road,newborough,3825.0,1,1,-38.1804039,146.2945697,205041095,Rest of Vic.,28.49633
682,2,House,2024,380.0,208 san mateo avenue,mildura,3500.0,3,1,-34.1964541,142.1594601,215021469,Rest of Vic.,2.0305
683,0,House,2024,475.0,39 vicki court,scarsdale,3351.0,3,2,-37.6650177,143.6667537,201031015,Rest of Vic.,23.57359
684,1,House,2024,360.0,20 canterbury street,brown hill,3350.0,3,1,-37.5553499,143.8883554,201011481,Rest of Vic.,2.99729
685,1,Townhouse,2024,320.0,1 4/33 gorman drive,yarrawonga,3730.0,1,1,-36.0233472,146.0175264,216021414,Rest of Vic.,81.0813
686,1,Unit,2024,500.0,803/44 ryrie street,geelong,3220.0,1,1,-38.1483146,144.3554954,203021039,Rest of Vic.,0.5669500000000001
687,2,House,2024,1200.0,6 varydale ave,torquay,3228.0,5,2,-38.32372489999999,144.3231099,203031053,Rest of Vic.,21.03036
688,1,House,2024,370.0,42 bennett road,horsham,3400.0,3,1,-36.7148522,142.1869983,215011388,Rest of Vic.,228.27192000000002
689,1,Unit,2024,260.0,2/106 leith street,redan,3350.0,1,1,-37.57996320000001,143.8438546,201011484,Rest of Vic.,3.44825
690,1,House,2024,520.0,3114 murray valley highway,cobram,3644.0,4,2,-35.9545184,145.687036,216021411,Rest of Vic.,61.25743
691,1,House,2024,350.0,17 coster street,benalla,3672.0,2,1,-36.5538232,145.9910101,204021063,Rest of Vic.,62.135160000000006
692,1,House,2024,380.0,8a saunders close,mount pleasant,3350.0,2,2,-37.5837264,143.858845,201011483,Rest of Vic.,3.8127199999999997
693,2,House,2024,450.0,1 hillside court,campbells creek,3451.0,3,1,-37.08307920000001,144.2064474,202021027,Rest of Vic.,42.12189
694,0,House,2024,620.0,73 vincent street north,daylesford,3460.0,3,2,-37.3308462,144.1439295,201021011,Rest of Vic.,44.07517
695,0,House,2024,600.0,68 averys road,california gully,3556.0,4,2,-36.7204772,144.2762283,202011019,Rest of Vic.,5.53702
696,2,House,2024,440.0,5 swallow street,winter valley,3358.0,4,2,-37.5707004,143.7973609,201011006,Rest of Vic.,7.35052
697,1,House,2024,520.0,13b bergin grove,san remo,3925.0,3,2,-38.5241466,145.3680609,205031093,Rest of Vic.,123.72823
698,0,House,2024,420.0,40 bramble street,bendigo,3550.0,3,1,-36.7594313,144.2872675,202011018,Rest of Vic.,0.65431
699,2,House,2024,470.0,13 albanel street,armstrong creek,3217.0,4,2,-38.2453022,144.3459186,203021485,Rest of Vic.,12.92177
700,2,House,2024,500.0,12 anderson court,yarrawonga,3730.0,4,2,-36.0065526,146.0504226,216021414,Rest of Vic.,86.45197999999999
701,2,Unit,2024,485.0,2/16 burn street,golden square,3555.0,3,2,-36.7680411,144.2575229,202011022,Rest of Vic.,3.6293800000000003
702,8,House,2024,950.0,81 lake mokoan rd,goorambat,3725.0,4,2,-36.4588668,146.0129657,204021064,Rest of Vic.,66.43964
703,5,House,2024,400.0,338 forest street,wendouree,3355.0,3,1,-37.529823,143.8336052,201011008,Rest of Vic.,5.51312
704,2,House,2024,495.0,23 horwood drive,canadian,3350.0,4,2,-37.59235109999999,143.874004,201011483,Rest of Vic.,4.66696
705,2,House,2024,450.0,4 kimball street,smythes creek,3351.0,4,2,-37.5965495,143.8000388,201011006,Rest of Vic.,8.472290000000001
706,1,House,2024,370.0,2 may park terrace,horsham,3400.0,3,1,-36.7114104,142.1959449,215011388,Rest of Vic.,227.58089
707,1,House,2024,420.0,4/8 dale st,kennington,3550.0,1,1,-36.761756,144.3015916,202011020,Rest of Vic.,2.37119
708,1,House,2024,390.0,15 hopkins street,winchelsea,3241.0,3,1,-38.2403973,143.9949164,203011036,Rest of Vic.,37.434650000000005
709,1,House,2024,360.0,19 ivanhoe street,wendouree,3355.0,3,1,-37.5240212,143.8271692,201011008,Rest of Vic.,7.07513
710,0,House,2024,330.0,1 iris street,horsham,3400.0,3,1,-36.7200285,142.1906594,215011388,Rest of Vic.,227.91010999999997
711,4,House,2024,410.0,84 gange street,mooroopna,3629.0,3,1,-36.3779761,145.3422418,216031415,Rest of Vic.,6.875649999999999
712,2,House,2024,570.0,38 bellarine hwy,newcomb,3219.0,6,3,-38.1699906,144.3884243,203021045,Rest of Vic.,3.5077399999999996
713,3,House,2024,385.0,6 lake street,shepparton,3630.0,3,1,-36.391913,145.3981545,216031594,Rest of Vic.,1.22253
714,2,House,2024,550.0,5 nelson dr,moe,3825.0,4,2,-38.1754038,146.2409568,205041095,Rest of Vic.,35.06541
715,2,House,2024,430.0,6 alison street,portarlington,3223.0,3,1,-38.1204124,144.641611,203031051,Rest of Vic.,29.549049999999998
716,2,House,2024,485.0,2 morses court tawonga south,tawonga south,3698.0,3,2,-36.7333827,147.1505288,204031069,Rest of Vic.,83.00705
717,2,House,2024,520.0,44 milton avenue,spring gully,3550.0,4,2,-36.7907648,144.2803059,202011021,Rest of Vic.,4.32653
718,1,House,2024,540.0,112 st aidans road,kennington,3550.0,4,1,-36.7634374,144.2981578,202011020,Rest of Vic.,2.08687
719,2,House,2024,480.0,63 dorset drive,alfredton,3350.0,4,2,-37.5617322,143.7975446,201011001,Rest of Vic.,6.963430000000001
720,1,House,2024,390.0,45 south street,belmont,3216.0,3,1,-38.1733833,144.3322619,203021037,Rest of Vic.,4.81006
721,1,House,2024,350.0,3/428 walnut ave,mildura,3500.0,2,1,-34.2018874,142.1329777,215021470,Rest of Vic.,2.30371
722,1,Studio,2024,250.0,38a high street,yea,3717.0,0,0,-37.2107023,145.4245479,204011062,Rest of Vic.,129.35219
723,4,House,2024,500.0,14 charlton rise,dalyston,3992.0,4,2,-38.5598034,145.5472869,205031093,Rest of Vic.,128.45837
724,2,House,2024,450.0,26 wilmott street,lucas,3350.0,4,2,-37.5506602,143.7785928,201011001,Rest of Vic.,8.60217
725,0,House,2024,350.0,398 dairtnunk avenue,cardross,3496.0,1,1,-34.2868589,142.1437534,215021399,Rest of Vic.,12.90169
