,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,dist_to_city,dist_to_education,dist_to_parks_and_gardens,dist_to_train_station,dist_to_shopping,dist_to_healthcare,SA2_CODE21,SA2_NAME21,GCC_NAME21
348,348,348,348,0,House,2024,560.0,1/43 mitchell st,bendigo,3550.0,2,1,-36.7607371,144.2800644,0.38491,1.56421,0.46152,0.91756,0.33513,0.73136,202011018,Bendigo,Rest of Vic.
349,349,349,349,1,House,2024,425.0,91 vincent road,morwell,3840.0,4,2,-38.22904760000001,146.4143292,13.14249,0.22761,0.99837,2.30408,2.11836,2.20723,205041096,Morwell,Rest of Vic.
350,350,350,350,0,House,2024,300.0,13 westh street,underbool,3509.0,3,1,-35.1723359,141.8053626,152.31109,1.20489,0.42057,135.64685999999998,50.35757,50.14769,215021398,Mildura Surrounds,Rest of Vic.
351,351,351,351,0,House,2024,400.0,22 churchill square,colac,3250.0,2,1,-38.3486058,143.5924814,75.99465,0.50917,0.93092,1.5308499999999998,1.03241,2.12333,217031472,Colac,Rest of Vic.
352,352,352,352,2,House,2024,545.0,12 coolabah place,moe,3825.0,4,2,-38.19196489999999,146.2677473,32.93657,2.58624,0.81128,2.61637,2.3197,2.69065,205041095,Moe - Newborough,Rest of Vic.
353,353,353,353,0,House,2024,520.0,28 galleon crescent,sunset strip,3922.0,4,2,-38.4940486,145.2646242,133.94397,1.18377,4.21785,104.59298,6.32113,7.1586300000000005,205031091,Phillip Island,Rest of Vic.
354,354,354,354,1,House,2024,470.0,31 st albans road,east geelong,3219.0,2,1,-38.1609805,144.3718559,2.14109,0.42037,0.64806,1.98223,0.805,1.53147,203021039,Geelong,Rest of Vic.
355,355,355,355,1,Townhouse,2024,530.0,5 ryan place north,geelong,3220.0,2,1,-38.1502851,144.3601315,0.56355,0.5700299999999999,1.03426,1.47672,0.5803400000000001,0.40469,203021039,Geelong,Rest of Vic.
356,356,356,356,2,Unit,2024,625.0,2/162 west fyans street,newtown,3220.0,3,2,-38.15821280000001,144.334715,3.37521,0.97855,0.0193999999999999,2.54899,0.42063,1.63855,203021046,Newtown (Vic.),Rest of Vic.
357,357,357,357,2,House,2024,515.0,28 galene drive,armstrong creek,3217.0,3,2,-38.2275178,144.3765768,10.81012,1.49564,1.2911400000000002,5.36293,0.93919,10.254370000000002,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
358,358,358,358,2,Townhouse,2024,600.0,4/45 anchorage way,yarrawonga,3730.0,4,3,-36.0026689,146.0238594,83.47079,2.45894,2.4474,57.27914,2.52482,2.27472,216021414,Yarrawonga,Rest of Vic.
359,359,359,359,2,House,2024,425.0,147 canadian lakes boulevard,canadian,3350.0,4,2,-37.5871753,143.8765793,4.64708,3.84193,1.67033,5.3726400000000005,2.61431,6.28282,201011483,Canadian - Mount Clear,Rest of Vic.
360,360,360,360,2,House,2024,630.0,24 wanderlust drive,mount duneed,3217.0,4,2,-38.2189714,144.3116763,11.16809,5.82763,6.15584,5.10195,6.80866,4.55206,203021487,Grovedale - Mount Duneed,Rest of Vic.
361,361,361,361,1,Townhouse,2024,225.0,1/8 whittaker crescent,red cliffs,3496.0,2,1,-34.3111472,142.1878417,15.85333,0.70562,0.62022,1.60673,0.98432,9.90318,215021399,Red Cliffs,Rest of Vic.
362,362,362,362,2,House,2024,480.0,17 hawdon street,shepparton,3630.0,4,1,-36.3698285,145.4158246,2.97422,0.26902,0.67835,2.69548,1.98133,1.12878,216031416,Shepparton - North,Rest of Vic.
363,363,363,363,2,Townhouse,2024,400.0,2/201 humffray street south,bakery hill,3350.0,4,2,-37.5652694,143.8645463,0.6205900000000001,1.81059,0.4299,1.3575,0.27419,2.3951,201011002,Ballarat,Rest of Vic.
364,364,364,364,0,House,2024,275.0,site 35/2 the boulevard,eildon,3713.0,2,1,-37.23313270000001,145.9016138,140.02616,1.06659,1.11355,78.58793,1.35408,1.55248,204011054,Alexandra,Rest of Vic.
365,365,365,365,1,House,2024,430.0,307 church street,herne hill,3218.0,3,1,-38.1288202,144.3226119,5.262239999999999,0.4807599999999999,0.45266,3.52514,2.38737,3.21808,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
366,366,366,366,2,House,2024,620.0,18 macintosh st,shepparton,3630.0,3,1,-36.3928667,145.3988356,1.2531,1.0389000000000002,0.4678,1.8516,1.3350799999999998,1.32546,216031594,Shepparton - South East,Rest of Vic.
367,367,367,367,1,House,2024,450.0,3 thorburn street,bell park,3215.0,3,1,-38.1126481,144.342349,5.9894300000000005,0.3368299999999999,0.47675,2.1183,0.35854,0.33016,203021047,North Geelong - Bell Park,Rest of Vic.
368,368,368,368,1,House,2024,460.0,149 st albans road,thomson,3219.0,3,2,-38.1715598,144.3778524,3.45633,0.48211,0.37908,2.76233,1.8605,2.02063,203021039,Geelong,Rest of Vic.
369,369,369,369,2,House,2024,460.0,54 campaspe street,west wodonga,3690.0,3,1,-36.1145038,146.855662,3.92909,1.53317,1.04916,3.42206,2.49447,3.82178,204031073,West Wodonga,Rest of Vic.
370,370,370,370,0,House,2024,435.0,3 kennards court,inverloch,3996.0,3,1,-38.6267337,145.7286462,99.00673,0.70199,0.77399,69.418,0.96273,13.2527,205031093,Wonthaggi - Inverloch,Rest of Vic.
371,371,371,371,1,Unit,2024,215.0,4/9 law st,newborough,3825.0,1,1,-38.1867918,146.2941982,28.39913,0.25885,1.43482,3.68504,3.43575,3.80671,205041095,Moe - Newborough,Rest of Vic.
372,372,372,372,2,House,2024,400.0,204 talbot street south,ballarat central,3350.0,2,2,-37.564898,143.8418001,2.1765100000000004,0.21694,1.00966,2.33084,1.0014,0.33675,201011002,Ballarat,Rest of Vic.
373,373,373,373,3,House,2024,440.0,10 azure avenue,golden beach,3851.0,3,1,-38.2048191,147.4048431,81.26661999999999,30.31874,1.84179,38.59593,31.8076,42.62308,205051100,Longford - Loch Sport,Rest of Vic.
374,374,374,374,1,House,2024,670.0,2/19 creek street,bendigo,3550.0,2,1,-36.7629937,144.2752968,1.39712,0.84021,1.45291,1.78425,1.15607,0.85693,202011018,Bendigo,Rest of Vic.
375,375,375,375,1,Unit,2024,400.0,110 mitchell street,bendigo,3550.0,2,1,-36.7629437,144.2818515,0.59705,1.57719,0.25509,0.71278,0.49135,0.8922899999999999,202011018,Bendigo,Rest of Vic.
376,376,376,376,1,House,2024,400.0,524 barkly street,golden point,3350.0,4,1,-37.570967,143.8608216,1.39827,1.03959,0.39656,2.13518,1.00084,2.84166,201011483,Canadian - Mount Clear,Rest of Vic.
377,377,377,377,1,Unit,2024,350.0,3/9 nihill street,tongala,3621.0,2,1,-36.2479436,144.9502104,55.53301,1.02672,15.311,25.94596,0.67073,15.60731,216011407,Kyabram,Rest of Vic.
378,378,378,378,2,House,2024,470.0,9 pye lane,huntly,3551.0,4,2,-36.662073,144.3490206,13.99096,1.99386,2.21992,2.32553,2.2392800000000004,7.181970000000001,202011025,White Hills - Ascot,Rest of Vic.
379,379,379,379,1,House,2024,450.0,4/9 saunders street,west bendigo,3550.0,3,1,-36.7568767,144.2471991,4.02388,0.97055,1.95383,4.57837,1.95276,2.22372,202011018,Bendigo,Rest of Vic.
380,380,380,380,1,Townhouse,2024,510.0,31 jasmine street,bell park,3215.0,3,2,-38.1168293,144.3357395,5.71178,0.38265,0.45609,3.06075,0.94906,1.2361099999999998,203021047,North Geelong - Bell Park,Rest of Vic.
381,381,381,381,2,House,2024,410.0,16 lovenear grove,ballarat east,3350.0,3,2,-37.571442,143.8827432,3.02102,1.39631,1.29214,3.50715,1.7337,4.54475,201011481,Ballarat East - Warrenheip,Rest of Vic.
382,382,382,382,2,House,2024,490.0,19 sanderling avenue,armstrong creek,3217.0,4,2,-38.2416363,144.372917,12.16603,0.6289199999999999,1.15044,6.71884,1.5413800000000002,8.11076,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
383,383,383,383,4,House,2024,990.0,29 monkey gully road,mansfield,3722.0,4,2,-37.0672037,146.0889035,120.28428,1.37128,1.60568,66.02239,2.20072,1.4108900000000002,204011057,Mansfield (Vic.),Rest of Vic.
384,384,384,384,2,House,2024,490.0,7 seal st,armstrong creek,3217.0,4,2,-38.2427308,144.3442172,12.79254,0.94424,0.40413,6.20332,2.8797,5.72946,203021485,Charlemont,Rest of Vic.
385,385,385,385,2,House,2024,500.0,5-7 sugargum crescent,kialla,3631.0,3,2,-36.4079836,145.3880496,3.967,2.56162,2.70973,4.9204300000000005,0.85651,4.15279,216031593,Kialla,Rest of Vic.
386,386,386,386,1,House,2024,370.0,281 gray street,hamilton,3300.0,2,1,-37.7402252,142.0294379,99.99531,2.54112,0.42924,0.98381,0.79201,0.87138,217011421,Hamilton (Vic.),Rest of Vic.
387,387,387,387,2,House,2024,560.0,77 panorama drive,san remo,3925.0,3,2,-38.5215027,145.3780046,122.5527,1.27706,0.76871,93.20171,0.99277,17.81447,205031093,Wonthaggi - Inverloch,Rest of Vic.
388,388,388,388,0,House,2024,350.0,54 church street,dimboola,3414.0,3,1,-36.4512675,142.0285285,263.19953000000004,0.38722,0.44309,0.34213,0.33902,0.85775,215011390,Nhill Region,Rest of Vic.
389,389,389,389,2,Townhouse,2024,380.0,1/83 union street,kyabram,3620.0,2,1,-36.3111908,145.0476587,37.46597,0.51061,0.17041,37.86104,0.2480099999999999,0.91572,216011407,Kyabram,Rest of Vic.
390,390,390,390,1,Unit,2024,320.0,5/24 anderson street,east geelong,3219.0,1,1,-38.1608255,144.3748134,2.09477,0.73551,0.8669199999999999,2.29797,0.94109,1.66757,203021039,Geelong,Rest of Vic.
391,391,391,391,2,House,2024,490.0,49 patriot crescent,smythes creek,3351.0,4,2,-37.5968781,143.7970847,8.5202,1.80471,2.3959200000000003,8.76145,1.11176,5.27055,201011006,Delacombe,Rest of Vic.
392,392,392,392,4,House,2024,490.0,225 hogan street,tatura,3616.0,3,2,-36.4399575,145.2329331,19.0456,0.72065,0.15593,15.42483,0.48841,0.74797,216031419,Shepparton Surrounds - West,Rest of Vic.
393,393,393,393,3,House,2024,380.0,1 wheildon street,mirboo north,3871.0,3,1,-38.4032243,146.1666745,47.72827,1.11034,0.83199,30.38399,0.75407,27.22407,205031090,Leongatha,Rest of Vic.
394,394,394,394,2,House,2024,550.0,10 botanical drive,mount duneed,3217.0,4,2,-38.2181545,144.3150189,10.80011,1.99036,0.90798,4.73397,6.44068,4.18408,203021487,Grovedale - Mount Duneed,Rest of Vic.
395,395,395,395,2,Townhouse,2024,480.0,63a chum street,golden square,3555.0,4,2,-36.7629303,144.2557202,3.05739,1.0669300000000002,1.31632,3.88805,1.34859,0.58804,202011022,Kangaroo Flat - Golden Square,Rest of Vic.
396,396,396,396,3,House,2024,380.0,30 chaucer street,hamilton,3300.0,3,1,-37.7374531,142.0249611,100.42078,1.32168,0.46664,1.40928,0.78783,0.83484,217011421,Hamilton (Vic.),Rest of Vic.
397,397,397,397,1,Unit,2024,325.0,2/4 rathkeale avenue,mount helen,3350.0,2,1,-37.6277332,143.8786293,8.3175,2.32152,1.60449,9.04305,2.9423600000000003,6.73188,201011005,Buninyong,Rest of Vic.
398,398,398,398,2,Unit,2024,430.0,3/71-73 willis street,portarlington,3223.0,3,2,-38.1185349,144.6569763,30.9797,0.44344,0.91927,73.16121000000001,0.62661,10.71623,203031051,Portarlington,Rest of Vic.
399,399,399,399,0,Unit,2024,380.0,4/35 mundy street,geelong,3220.0,2,1,-38.1577402,144.3626778,1.32019,0.41043,1.0379200000000002,0.6657799999999999,1.35953,1.0835899999999998,203021039,Geelong,Rest of Vic.
400,400,400,400,2,Townhouse,2024,650.0,1/28-32 russell street,newtown,3220.0,3,2,-38.1570034,144.3485976,1.88001,0.33526,0.21756,1.69447,2.00733,1.73917,203021046,Newtown (Vic.),Rest of Vic.
401,401,401,401,2,House,2024,480.0,27 basford court,marshall,3216.0,3,2,-38.2010081,144.3531588,6.68956,1.04468,1.05027,1.21331,1.08502,2.80723,203021485,Charlemont,Rest of Vic.
402,402,402,402,2,House,2024,900.0,4/22-24 grove rd,barwon heads,3227.0,3,2,-38.2800464,144.4906693,23.04468,0.6567799999999999,0.71565,17.59749,0.58586,4.0531500000000005,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
403,403,403,403,1,House,2024,440.0,8 lime cres,lara,3212.0,3,1,-38.0199587,144.3995006,16.265040000000003,0.65504,1.45002,2.3600700000000003,1.63166,9.04263,203021043,Lara,Rest of Vic.
404,404,404,404,1,House,2024,460.0,3 kitchener crescent,seymour,3660.0,3,1,-37.0353018,145.1490713,82.79177,1.541,0.79348,1.91836,0.97334,3.18137,204011059,Seymour,Rest of Vic.
405,405,405,405,2,Unit,2024,320.0,45 rilens road,muckleford,3451.0,2,1,-37.0806621,144.1551855,46.65498,0.14658,5.13859,7.61372,6.8942,8.64187,202021028,Castlemaine Surrounds,Rest of Vic.
406,406,406,406,3,House,2024,460.0,15 karana avenue,grovedale,3216.0,3,1,-38.2100966,144.3329106,9.39464,0.5302100000000001,0.7107,3.81352,0.5260900000000001,0.4379599999999999,203021487,Grovedale - Mount Duneed,Rest of Vic.
407,407,407,407,1,Unit,2024,370.0,unit 1/81 macisaac road,mooroopna,3629.0,2,1,-36.379283,145.341294,6.86134,0.47526,0.47917,3.5481100000000003,2.96157,6.818350000000001,216031415,Mooroopna,Rest of Vic.
408,408,408,408,0,Unit,2024,340.0,5/112 merrijig drive,torquay,3228.0,1,1,-38.3087187,144.3302783,19.79006,1.72878,0.6506900000000001,14.53153,0.08693,2.17971,203031053,Torquay,Rest of Vic.
409,409,409,409,1,Unit,2024,450.0,4/86 orton street,ocean grove,3226.0,2,1,-38.2697645,144.5239999,24.81246,1.04731,0.3118999999999999,21.61198,0.48307,0.62654,203031490,Ocean Grove,Rest of Vic.
410,410,410,410,4,Townhouse,2024,470.0,2/93 parkside drive,shepparton,3630.0,2,1,-36.3562684,145.379471,4.26996,3.993,1.8014,5.28185,2.60009,2.96334,216031416,Shepparton - North,Rest of Vic.
411,411,411,411,2,House,2024,360.0,24 heesom crescent,churchill,3842.0,3,1,-38.30953239999999,146.413531,21.54171,0.04102,0.02646,11.5109,1.697,13.51481,205041094,Churchill,Rest of Vic.
412,412,412,412,1,House,2024,460.0,61 peter st,grovedale,3216.0,3,1,-38.2057866,144.3335431,8.894200000000001,0.6588999999999999,0.87907,3.34914,0.61013,0.72877,203021487,Grovedale - Mount Duneed,Rest of Vic.
413,413,413,413,1,Townhouse,2024,360.0,6 turnbull st,sale,3850.0,2,1,-38.1104793,147.0724925,56.497510000000005,0.65901,0.73239,2.56203,0.85097,1.35856,205051103,Sale,Rest of Vic.
414,414,414,414,0,House,2024,550.0,40 katamatite-nathalia rd,numurkah,3636.0,3,1,-36.0993994,145.4506241,34.15463,1.99716,1.46298,35.67545,1.61805,0.92638,216021413,Numurkah,Rest of Vic.
415,415,415,415,3,House,2024,520.0,5 trudgen street,shepparton,3630.0,4,2,-36.36184739999999,145.4108685,3.14705,0.63224,0.50561,4.05085,1.9133,0.5378,216031416,Shepparton - North,Rest of Vic.
416,416,416,416,2,House,2024,380.0,35 derimal street,horsham,3400.0,3,2,-36.7214263,142.1767335,228.98506,0.59086,1.42984,3.62853,1.87444,3.52988,215011388,Horsham,Rest of Vic.
417,417,417,417,1,Unit,2024,290.0,35/291 york street,sale,3850.0,3,1,-38.1021117,147.0676973,57.13042,1.20898,0.99256,1.79502,0.4855899999999999,2.46898,205051103,Sale,Rest of Vic.
418,418,418,418,2,House,2024,580.0,21 sunflower way,lara,3212.0,4,2,-38.0342393,144.3920401,14.81034,0.77549,0.25517,3.52387,2.79547,7.58794,203021043,Lara,Rest of Vic.
419,419,419,419,0,House,2024,510.0,53 norman drive,cowes,3922.0,4,2,-38.4558633,145.2171709,141.31922,2.19503,0.86064,111.96823,2.28051,2.51862,205031091,Phillip Island,Rest of Vic.
420,420,420,420,2,House,2024,480.0,1 gibson street,lucas,3350.0,4,2,-37.5559151,143.7787932,7.948609999999999,2.0998,0.7653,7.331399999999999,1.96561,1.81869,201011001,Alfredton,Rest of Vic.
421,421,421,421,2,House,2024,515.0,99 bowen street,echuca,3564.0,3,1,-36.1321598,144.7645703,69.28358999999999,0.4851399999999999,0.85294,1.44302,1.84348,2.60452,216011406,Echuca,Rest of Vic.
422,422,422,422,1,Unit,2024,475.0,2/54 gipps street,port fairy,3284.0,2,1,-38.3851344,142.2390255,27.1156,0.95568,0.35655,27.54071,0.44667,1.32733,217041478,Moyne - West,Rest of Vic.
423,423,423,423,1,House,2024,380.0,18a meadows avenue,benalla,3672.0,3,1,-36.552655,145.9940968,62.520410000000005,0.40156,1.08396,1.9002,0.71614,0.99157,204021063,Benalla,Rest of Vic.
424,424,424,424,1,House,2024,390.0,62 olympic avenue,shepparton,3630.0,3,1,-36.3612562,145.3895282,3.32165,1.57222,0.8336399999999999,4.33354,1.95373,2.52057,216031416,Shepparton - North,Rest of Vic.
425,425,425,425,1,House,2024,420.0,1 gellibrand street,coronet bay,3984.0,3,1,-38.4379029,145.4402323,112.221,5.79703,0.47739,82.87001,10.40689,36.41756,205031093,Wonthaggi - Inverloch,Rest of Vic.
426,426,426,426,1,Unit,2024,400.0,6/369 barnard street,bendigo,3550.0,2,1,-36.7608026,144.2644454,2.55877,1.20704,1.31883,3.17965,1.57534,0.20107,202011018,Bendigo,Rest of Vic.
427,427,427,427,2,House,2024,575.0,9a diana street,apollo bay,3233.0,2,2,-38.759781,143.6659993,124.56192,1.3521500000000002,1.32297,70.97763,0.41369,0.8839199999999999,217031476,Otway,Rest of Vic.
428,428,428,428,2,Townhouse,2024,600.0,2/46 maude street,shepparton,3630.0,3,2,-36.370964,145.4026632,1.54069,0.99797,0.87985,2.27216,1.77799,0.3494,216031416,Shepparton - North,Rest of Vic.
429,429,429,429,1,Unit,2024,350.0,10/15 addis street,geelong west,3218.0,1,1,-38.14467390000001,144.3371339,2.1718800000000003,0.52086,0.30184,2.43098,0.33249,0.20847,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
430,430,430,430,3,House,2024,675.0,50 ross street,malmsbury,3446.0,4,2,-37.18544929999999,144.3917557,60.28447,1.2855,1.42654,2.50058,12.69368,14.44135,202021030,Kyneton,Rest of Vic.
431,431,431,431,2,House,2024,490.0,564 settlement road,cowes,3922.0,3,2,-38.4558799,145.206093,142.30055,3.17186,0.1525099999999999,112.94955,3.2432800000000004,3.48139,205031091,Phillip Island,Rest of Vic.
432,432,432,432,2,House,2024,550.0,38 campbell road,huntly,3551.0,4,2,-36.6683409,144.3494119,14.30002,2.30293,2.52898,2.83894,2.54835,7.49104,202011025,White Hills - Ascot,Rest of Vic.
433,433,433,433,1,House,2024,495.0,25 brodie street,wangaratta,3677.0,4,1,-36.3500773,146.3032705,70.49759,0.63989,0.50502,2.92693,2.5450500000000003,1.13608,204021066,Wangaratta,Rest of Vic.
434,434,434,434,3,House,2024,630.0,21 sundial drive,clifton springs,3222.0,5,2,-38.16341329999999,144.5706354,21.29086,0.6333200000000001,0.06824,39.95803,1.2273900000000002,1.04414,203031048,Clifton Springs,Rest of Vic.
435,435,435,435,2,House,2024,500.0,5b vincent drive,kennington,3550.0,4,2,-36.783034,144.3063334,4.29691,1.91612,1.95774,3.86955,1.2374,3.10389,202011020,East Bendigo - Kennington,Rest of Vic.
436,436,436,436,2,House,2024,480.0,15 kelvin avenue,mildura,3500.0,3,1,-34.1969684,142.1562371,0.89649,0.64187,0.79663,16.68531,1.81041,3.34537,215021469,Mildura - North,Rest of Vic.
437,437,437,437,2,House,2024,1100.0,2155 hendy main road,freshwater creek,3217.0,5,2,-38.3066953,144.2510675,22.59897,4.179390000000001,3.8437,14.17937,6.433649999999999,6.37761,203011036,Winchelsea,Rest of Vic.
438,438,438,438,2,Townhouse,2024,795.0,1&2/514 ryrie street,east geelong,3219.0,4,2,-38.1568121,144.3851764,2.38671,2.58465,1.1371099999999998,3.2135,1.60894,2.32691,203021039,Geelong,Rest of Vic.
439,439,439,439,2,House,2024,520.0,717 fourteenth street,mildura,3500.0,3,2,-34.2051486,142.1548009,1.58714,0.07865,0.36246,15.47002,2.24629,3.6358,215021470,Mildura - South,Rest of Vic.
440,440,440,440,1,House,2024,700.0,65 cramer street,warrnambool,3280.0,3,2,-38.3760973,142.497002,1.90584,1.09747,1.25155,2.74818,1.50859,2.35465,217041479,Warrnambool - North,Rest of Vic.
441,441,441,441,3,House,2024,590.0,6 o'meara street,wodonga,3690.0,4,2,-36.142089,146.8886574,2.90661,1.168,0.48133,6.88795,1.50194,2.03716,204031491,Baranduda - Leneva,Rest of Vic.
442,442,442,442,2,House,2024,490.0,84 wexford street,alfredton,3350.0,4,2,-37.5620223,143.8020447,8.738280000000001,1.71352,1.67968,7.338649999999999,3.63214,3.48825,201011001,Alfredton,Rest of Vic.
443,443,443,443,1,Townhouse,2024,550.0,44 harold street,shepparton,3630.0,2,1,-36.3793559,145.40596,1.2628,0.54635,0.8512000000000001,0.9683,1.03718,0.57189,216031416,Shepparton - North,Rest of Vic.
444,444,444,444,1,House,2024,400.0,16 purnell road,corio,3214.0,3,1,-38.0748673,144.3666155,9.4066,0.118,0.6265499999999999,2.03345,0.96101,2.1842,203021486,Corio - Lovely Banks,Rest of Vic.
445,445,445,445,2,House,2024,520.0,5 rhonda avenue,st leonards,3223.0,4,2,-38.1645777,144.713125,34.91206,1.39136,2.37726,77.09358,1.07614,14.52982,203031051,Portarlington,Rest of Vic.
446,446,446,446,2,House,2024,650.0,81 clarkes rd,fyansford,3218.0,4,2,-38.1366177,144.3002652,6.48133,3.4929,1.56406,7.36972,6.972770000000001,4.34114,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
447,447,447,447,3,House,2024,365.0,5 queen street north,ballarat east,3350.0,4,1,-37.5595075,143.8764736,1.72106,0.47361,0.78891,2.13204,0.98462,3.16964,201011481,Ballarat East - Warrenheip,Rest of Vic.
448,448,448,448,1,House,2024,490.0,25 robinson street,armstrong creek,3217.0,3,2,-38.245998,144.3784979,12.31342,2.26762,2.48024,6.86623,2.25822,8.18021,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
449,449,449,449,2,Townhouse,2024,540.0,11a lomond terrace,east geelong,3219.0,3,2,-38.1628162,144.3771591,2.34346,0.17371,0.49537,2.54666,1.18978,1.91626,203021039,Geelong,Rest of Vic.
450,450,450,450,2,House,2024,525.0,12 deloraine st,armstrong creek,3217.0,4,2,-38.2446415,144.3700156,12.52193,0.98482,1.50634,7.074739999999999,1.89728,8.46666,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
451,451,451,451,1,Unit,2024,360.0,2/23-25 davidson street,traralgon,3844.0,2,1,-38.19075309999999,146.5416757,0.76066,0.6408400000000001,0.0453,1.36923,1.00698,1.10557,205041493,Traralgon - East,Rest of Vic.
452,452,452,452,2,House,2024,375.0,6b great ocean road,port campbell,3269.0,3,1,-38.6168474,142.9993185,61.90295,17.81517,16.933619999999998,55.37516,0.5568099999999999,17.195330000000002,217031475,Corangamite - South,Rest of Vic.
453,453,453,453,1,House,2024,530.0,158 mitchell street,quarry hill,3550.0,2,1,-36.76809739999999,144.2853746,1.27335,1.14104,0.19099,0.42618,0.85302,1.13765,202011021,Flora Hill - Spring Gully,Rest of Vic.
454,454,454,454,1,House,2024,420.0,11 foster street,redan,3350.0,3,2,-37.5736666,143.8354938,3.59161,0.6699400000000001,0.53596,3.74594,0.24191,1.70643,201011484,Sebastopol - Redan,Rest of Vic.
455,455,455,455,1,House,2024,570.0,20 villamanta place,geelong west,3218.0,3,2,-38.144976,144.3498807,1.3926500000000002,0.5516599999999999,0.44195,1.11644,0.6087100000000001,1.55066,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
456,456,456,456,1,Unit,2024,310.0,1/4 walker street,camperdown,3260.0,2,1,-38.23327430000001,143.1411293,67.71176,0.37376,3.07533,1.4228,1.00702,13.71986,217031471,Camperdown,Rest of Vic.
457,457,457,457,1,Unit,2024,350.0,1/16 ormond road,east geelong,3219.0,2,1,-38.1561398,144.3722433,1.3783800000000002,1.26737,0.6922200000000001,1.9045,0.22471,0.95118,203021039,Geelong,Rest of Vic.
458,458,458,458,1,Townhouse,2024,580.0,1/148 sobraon street,shepparton,3630.0,4,2,-36.3871786,145.4110199,1.94287,0.85909,0.52878,0.77998,0.47958,0.69224,216031594,Shepparton - South East,Rest of Vic.
459,459,459,459,2,House,2024,460.0,207 simpson street,ballarat north,3350.0,3,2,-37.5406588,143.8746151,4.61511,1.52925,0.44883,4.02623,1.81772,3.39687,201011482,Ballarat North - Invermay,Rest of Vic.
460,460,460,460,1,House,2024,560.0,107 casey street,east bendigo,3550.0,3,1,-36.7570747,144.2999929,1.87386,1.45446,0.98933,2.60312,0.44767,1.47965,202011020,East Bendigo - Kennington,Rest of Vic.
461,461,461,461,2,House,2024,450.0,20 cassowary way,winter valley,3358.0,4,2,-37.5721305,143.7985891,7.48775,4.15556,3.28262,6.08812,4.176819999999999,4.68595,201011006,Delacombe,Rest of Vic.
462,462,462,462,2,Townhouse,2024,515.0,3/49 anchorage way,yarrawonga,3730.0,3,3,-36.0025632,146.0245125,83.52376,2.51192,2.5003800000000003,57.22617,2.57779,2.31368,216021414,Yarrawonga,Rest of Vic.
463,463,463,463,6,House,2024,630.0,80 considine drive,yinnar south,3869.0,3,1,-38.34314250000001,146.3746,27.83233,5.92168,8.07575,17.801509999999997,6.75166,19.80543,205041094,Churchill,Rest of Vic.
464,464,464,464,2,Unit,2024,425.0,2/2 barclay street,port fairy,3284.0,2,1,-38.3850543,142.2352538,28.63952,0.5382100000000001,0.36143,29.06463,0.22435,1.07553,217041478,Moyne - West,Rest of Vic.
465,465,465,465,2,Townhouse,2024,430.0,24 vera close,numurkah,3636.0,4,2,-36.08342,145.4413555,35.260160000000006,0.85315,1.75771,36.78098000000001,1.11202,2.49934,216021413,Numurkah,Rest of Vic.
466,466,466,466,2,House,2024,650.0,2 ingleton street,north bendigo,3550.0,3,3,-36.7427126,144.2725715,2.7501100000000003,0.6674,0.77928,3.87245,1.07685,1.05324,202011018,Bendigo,Rest of Vic.
467,467,467,467,2,House,2024,540.0,20 princeton street,mount duneed,3217.0,3,2,-38.2184768,144.3240137,9.93828,0.92153,1.19136,3.87214,3.2515500000000004,3.32225,203021487,Grovedale - Mount Duneed,Rest of Vic.
468,468,468,468,2,Unit,2024,270.0,6/24 hazelwood road,morwell,3840.0,1,1,-38.2388223,146.3941033,18.58598,0.86854,0.70266,1.48299,0.94885,4.28476,205041096,Morwell,Rest of Vic.
469,469,469,469,2,House,2024,490.0,20 sundews crescent,armstrong creek,3217.0,4,2,-38.2246749,144.3623275,10.01328,1.8039,2.41001,3.9479,2.2359,4.79818,203031489,Barwon Heads - Armstrong Creek,Rest of Vic.
470,470,470,470,2,House,2024,530.0,6 centella court,korumburra,3950.0,4,2,-38.4342337,145.8083101,88.79562,2.43103,1.5818599999999998,43.2166,2.15308,2.41867,205031089,Korumburra,Rest of Vic.
471,471,471,471,8,House,2024,350.0,258 latrobe terrace,newtown,3220.0,1,9,-38.1481698,144.3522088,0.83326,0.33004,0.6721699999999999,1.09236,1.17497,0.97597,203021046,Newtown (Vic.),Rest of Vic.
472,472,472,472,2,House,2024,650.0,19 duncan street,fyansford,3218.0,4,2,-38.1375672,144.3058764,6.54697,3.55854,1.86159,7.435359999999999,7.44197,4.40678,203021040,Geelong West - Hamlyn Heights,Rest of Vic.
473,473,473,473,1,House,2024,500.0,14 kettlewell drive,lara,3212.0,3,2,-38.014582,144.3557874,19.80404,6.74245,4.449229999999999,6.33284,5.604439999999999,11.65762,203021043,Lara,Rest of Vic.
