,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,SA2_CODE21,GCC_NAME21,dist_to_city
6512,2,House,2024,500.0,17 aitken street,sunbury,3429.0,3,1,-37.58327,144.7387964,210041540,Greater Melbourne,37.04301
6513,2,House,2024,620.0,51 harfield avenue,mickleham,3064.0,4,2,-37.539659,144.9064038,210051445,Greater Melbourne,42.34153
6514,2,House,2024,620.0,115 beachview parade,sanctuary lakes,3030.0,4,2,-37.9075277,144.7663876,213051464,Greater Melbourne,28.53254
6515,0,Unit,2024,690.0,3203/81 a'beckett st.,melbourne,3000.0,2,1,-37.8092536,144.961181,206041504,Greater Melbourne,0.6243500000000001
6516,1,Unit,2024,550.0,106/389 neerim rd,carnegie,3163.0,2,1,-37.89049929999999,145.0648774,208021176,Greater Melbourne,16.33104
6517,2,House,2024,800.0,3 matthew retreat,endeavour hills,3802.0,5,3,-37.9740066,145.2714945,212021453,Greater Melbourne,36.28754
6518,1,Townhouse,2024,830.0,105 mcnamara avenue,airport west,3042.0,4,2,-37.7226717,144.8818681,210011226,Greater Melbourne,15.270760000000001
6519,1,Unit,2024,375.0,11/7 truganini road,carnegie,3163.0,1,1,-37.8870547,145.0551269,208021176,Greater Melbourne,15.65035
6520,1,Unit,2024,480.0,3/409 camp road,broadmeadows,3047.0,2,1,-37.6861278,144.9227955,210051242,Greater Melbourne,16.26724
6521,1,Unit,2024,1500.0,,,,3,2,-37.827784,144.9505572,206051511,Greater Melbourne,2.63787
6522,1,Unit,2024,620.0,1107/620 collins street,melbourne,3000.0,2,1,-37.8188373,144.9543434,206041505,Greater Melbourne,1.16378
6523,2,House,2024,1998.0,78 glencairn avenue,brighton east,3187.0,4,3,-37.9248296,145.0201242,208011170,Greater Melbourne,17.075650000000003
6524,1,House,2024,900.0,8 palfreyman street,south yarra,3141.0,3,1,-37.8448416,144.9978673,206061516,Greater Melbourne,5.817609999999999
6525,1,Townhouse,2024,690.0,24 sparks avenue,thornbury,3071.0,2,2,-37.7616205,145.0251343,206021112,Greater Melbourne,10.59358
6526,1,Unit,2024,650.0,206/16 pentridge boulevard,coburg,3058.0,2,2,-37.7384534,144.9694507,206011497,Greater Melbourne,9.5794
6527,2,House,2024,430.0,6 redbank street,eynesbury,3338.0,4,2,-37.7867861,144.54636,213041573,Greater Melbourne,65.56249000000001
6528,2,House,2024,2400.0,6 crimea street,st kilda,3182.0,4,2,-37.85799919999999,144.9886295,206051513,Greater Melbourne,6.07727
6529,1,Unit,2024,600.0,703/8 garfield street,richmond,3121.0,2,1,-37.8118308,144.9927033,206071518,Greater Melbourne,3.33498
6530,0,Unit,2024,520.0,2207/5 sutherland st,melbourne,3000.0,1,1,-37.811416,144.9608504,206041504,Greater Melbourne,0.46044999999999997
6531,1,Unit,2024,525.0,4/19 alma street,malvern east,3145.0,2,1,-37.8843523,145.0761144,208041195,Greater Melbourne,17.67579
6532,2,Townhouse,2024,550.0,22 attain walk,roxburgh park,3064.0,4,3,-37.6247952,144.9183026,210051545,Greater Melbourne,23.954259999999998
6533,0,Unit,2024,495.0,2301/36 la trobe street,melbourne,3000.0,1,1,-37.8082467,144.9676408,206041503,Greater Melbourne,1.30325
6534,1,Unit,2024,550.0,738/18 albert street,footscray,3011.0,2,2,-37.8016476,144.8977057,213031348,Greater Melbourne,6.81286
6535,1,Unit,2024,590.0,9/151-155 burwood road,hawthorn,3122.0,2,1,-37.8215906,145.02803,207011520,Greater Melbourne,6.21785
6536,1,House,2024,450.0,13 ridley ave,avondale heights,3034.0,3,1,-37.7611318,144.859798,210011533,Greater Melbourne,14.052340000000001
6537,2,Townhouse,2024,500.0,3/139 view st,glenroy,3046.0,2,2,-37.6958109,144.9221843,210031535,Greater Melbourne,15.26092
6538,0,Unit,2024,550.0,2601/288 spencer street,melbourne,3000.0,1,1,-37.8138136,144.9520272,206041505,Greater Melbourne,1.3205
6539,2,House,2024,510.0,22 french crescent,caroline springs,3023.0,3,2,-37.7050414,144.7332298,213041360,Greater Melbourne,33.748940000000005
6540,2,House,2024,500.0,19 noble road,rockbank,3335.0,4,2,-37.7407811,144.6635122,213041359,Greater Melbourne,36.63529
6541,1,House,2024,650.0,14 chauvel street,heidelberg heights,3081.0,3,1,-37.745061,145.056293,209011199,Greater Melbourne,16.93
6542,2,House,2024,455.0,64 stakes boulevard,manor lakes,3024.0,3,2,-37.8625005,144.5755402,213051579,Greater Melbourne,51.28903
6543,2,House,2024,600.0,3/492 scoresby road,ferntree gully,3156.0,3,1,-37.8897395,145.2569696,211011254,Greater Melbourne,37.75041
6544,3,House,2024,520.0,,,,3,1,-38.377288,144.8200205,214021383,Greater Melbourne,55.55093
6545,2,House,2024,630.0,1/48 aqueduct road,langwarrin,3910.0,3,2,-38.1623347,145.2047877,214011374,Greater Melbourne,57.41617
6546,1,Unit,2024,900.0,1008/915 collins street,docklands,3008.0,2,2,-37.8206745,144.9401081,206041118,Greater Melbourne,2.654
6547,0,Unit,2024,695.0,110/48 blenheim street,balaclava,3183.0,2,1,-37.868556,144.9945741,206051134,Greater Melbourne,7.42243
6548,1,Townhouse,2024,470.0,4/1091 whitehorse road,box hill,3128.0,2,1,-37.8185734,145.1326725,207031163,Greater Melbourne,21.90175
6549,1,Unit,2024,350.0,1/25 ridley street,albion,3020.0,2,1,-37.78385859999999,144.8239462,213011328,Greater Melbourne,14.59465
6550,2,House,2024,650.0,3 frewin street,epping,3076.0,4,2,-37.6296483,145.0097075,209041433,Greater Melbourne,25.71629
6551,1,House,2024,600.0,112 high street,windsor,3181.0,3,1,-37.851613,144.990244,206061136,Greater Melbourne,5.61856
6552,1,Unit,2024,560.0,103/604 st kilda road,melbourne,3000.0,1,1,-37.8512141,144.9800934,206051514,Greater Melbourne,4.85304
6553,2,House,2024,500.0,22 leger street,manor lakes,3024.0,4,2,-37.8640626,144.57648,213051579,Greater Melbourne,51.01657
6554,4,House,2024,500.0,8 holmes street,noble park,3174.0,3,1,-37.9732583,145.1898466,212041459,Greater Melbourne,33.380379999999995
6555,0,Unit,2024,700.0,909/18 hoff bvd,southbank,3006.0,2,2,-37.8258054,144.9639234,206041509,Greater Melbourne,1.95341
6556,2,House,2024,650.0,49 moorhead drive,mill park,3082.0,4,2,-37.6617961,145.0604517,209041220,Greater Melbourne,22.03214
6557,2,House,2024,470.0,20 stonneyburn road,thornhill park,3335.0,4,2,-37.7243785,144.6217331,213041359,Greater Melbourne,45.66457
6558,1,Unit,2024,715.0,913/180 city road,southbank,3006.0,2,1,-37.8239931,144.9621558,206041508,Greater Melbourne,1.70132
6559,0,House,2024,700.0,46 hilton street,clifton hill,3068.0,2,1,-37.7916219,144.9876197,206071145,Greater Melbourne,4.3359
6560,2,House,2024,1295.0,1/8 mowbray street,hawthorn east,3123.0,4,3,-37.8427391,145.050471,207011152,Greater Melbourne,10.47358
6561,2,House,2024,620.0,245 mont albert road,surrey hills,3127.0,3,1,-37.8194215,145.0917372,207011155,Greater Melbourne,12.017100000000001
6562,2,House,2024,540.0,22 waranga street,wallan,3756.0,4,2,-37.4304691,144.9891091,209041224,Greater Melbourne,55.59543
6563,1,House,2024,475.0,1 watford crescent,craigieburn,3064.0,3,2,-37.5949428,144.9209193,210051441,Greater Melbourne,27.89569
6564,1,Unit,2024,450.0,505/5 elgar court,doncaster,3108.0,1,1,-37.7886958,145.124033,207021157,Greater Melbourne,17.936439999999997
6565,1,Townhouse,2024,580.0,5/26a audsley street,clayton south,3169.0,2,1,-37.9316504,145.1221082,212041310,Greater Melbourne,24.78404
6566,1,Unit,2024,700.0,403/673 la trobe street,docklands,3008.0,2,1,-37.8149218,144.9479321,206041118,Greater Melbourne,2.6838
6567,2,House,2024,430.0,16 woodstock drive,eynesbury,3338.0,4,2,-37.7861297,144.5471428,213041573,Greater Melbourne,65.47473000000001
6568,1,Unit,2024,680.0,3304/61-63 haig street,southbank,3006.0,2,2,-37.82776339999999,144.9567525,206041508,Greater Melbourne,2.26938
6569,2,House,2024,550.0,19 harwich street,rockbank,3335.0,4,2,-37.7224745,144.6400982,213041359,Greater Melbourne,46.22372
6570,3,House,2024,3400.0,40 anderson road,hawthorn east,3123.0,5,2,-37.8414922,145.0509592,207011152,Greater Melbourne,10.6449
6571,1,Unit,2024,500.0,15/997 dandenong road,malvern east,3145.0,2,1,-37.8799534,145.0493427,208041195,Greater Melbourne,13.934700000000001
6572,0,Unit,2024,550.0,1009/8 mccrae street,docklands,3008.0,1,1,-37.8216688,144.9509893,206041118,Greater Melbourne,1.88392
6573,2,House,2024,530.0,5 goshawk street,deanside,3336.0,4,2,-37.7319848,144.7055538,213041574,Greater Melbourne,32.72458
6574,2,House,2024,950.0,6 vintage av,doncaster,3108.0,4,2,-37.7795688,145.117143,207021157,Greater Melbourne,17.06843
6575,2,House,2024,620.0,20 northumberland road,clyde,3978.0,4,2,-38.1370914,145.3736902,212031303,Greater Melbourne,67.09702
6576,1,Unit,2024,580.0,211b/150 keilor road,essendon north,3041.0,2,2,-37.7403906,144.9005129,206031501,Greater Melbourne,11.950149999999999
6577,1,Unit,2024,575.0,205/389 neerim road,carnegie,3163.0,2,1,-37.8904989,145.0648739,208021176,Greater Melbourne,16.33104
6578,0,Studio,2024,350.0,7/13 raymond street,melton south,3338.0,1,1,-37.6943564,144.583057,213041572,Greater Melbourne,45.89429
6579,2,House,2024,595.0,29 aruba ave,point cook,3030.0,4,2,-37.9088707,144.7422065,213051466,Greater Melbourne,28.32139
6580,2,House,2024,500.0,3/35 ballarat rd,maidstone,3012.0,3,2,-37.787902,144.880917,213031347,Greater Melbourne,9.33783
6581,2,House,2024,550.0,55 clarendon avenue,craigieburn,3064.0,3,2,-37.5903802,144.9174538,210051543,Greater Melbourne,28.7457
6582,0,Unit,2024,450.0,605/15 clifton street,prahran,3181.0,1,1,-37.8518689,144.9947717,206061136,Greater Melbourne,6.01529
6583,1,Unit,2024,500.0,311/96 albert st,brunswick east,3057.0,1,1,-37.7702427,144.9737443,206011106,Greater Melbourne,5.4701
6584,2,Unit,2024,695.0,1/9 clifford street,glen waverley,3150.0,3,1,-37.87760979999999,145.1675888,212051321,Greater Melbourne,24.855580000000003
6585,1,Unit,2024,610.0,506/12 yarra street,south yarra,3141.0,2,1,-37.8369806,144.9930644,206061515,Greater Melbourne,4.902520000000001
6586,1,Unit,2024,695.0,2/468 glenferrie road,hawthorn,3122.0,3,1,-37.8345129,145.0334001,207011520,Greater Melbourne,8.786340000000001
6587,0,House,2024,435.0,19 ernest street,broadmeadows,3047.0,2,1,-37.6894649,144.9282643,210051242,Greater Melbourne,15.998790000000001
6588,1,Unit,2024,750.0,1/18 arthur street,south yarra,3141.0,2,2,-37.8418634,144.992411,206061516,Greater Melbourne,5.148569999999999
6589,0,Unit,2024,575.0,404/5 wominjeka walk,west melbourne,3003.0,1,1,-37.8102729,144.9486943,206041510,Greater Melbourne,1.8857599999999999
6590,2,House,2024,470.0,30 balbi road,truganina,3029.0,4,2,-37.7601126,144.6722941,213041359,Greater Melbourne,37.01868
6591,2,House,2024,550.0,141 rose grange boulevard,tarneit,3029.0,4,2,-37.8375981,144.6958138,213051583,Greater Melbourne,26.09524
6592,2,Townhouse,2024,540.0,2/42 burton avenue,lalor,3075.0,3,2,-37.6664804,145.0302494,209041529,Greater Melbourne,18.889580000000002
6593,1,Unit,2024,630.0,316/5 beavers road,northcote,3070.0,2,2,-37.7668662,144.9985953,206021500,Greater Melbourne,7.37615
6594,0,Unit,2024,610.0,1403/60 kavanagh street,southbank,3006.0,1,1,-37.8240969,144.9636781,206041509,Greater Melbourne,2.07539
6595,1,Unit,2024,560.0,9/25 ti tree grove,parkdale,3195.0,2,1,-37.9956904,145.0749641,208031193,Greater Melbourne,29.31932
6596,1,Unit,2024,635.0,217/49 mclister street,spotswood,3015.0,2,2,-37.8313107,144.8828487,213021344,Greater Melbourne,9.517520000000001
6597,1,Unit,2024,795.0,4/1-3 molesworth street,hawthorn east,3123.0,2,1,-37.8187631,145.0465708,207011152,Greater Melbourne,8.23562
6598,1,Unit,2024,425.0,5/28 belmont ave n,glen iris,3146.0,1,1,-37.8553219,145.0492298,208041194,Greater Melbourne,11.266860000000001
6599,2,House,2024,800.0,7 heany park road,rowville,3178.0,4,2,-37.9426761,145.2474797,211011258,Greater Melbourne,35.008480000000006
6600,0,House,2024,850.0,42 westbury grove,st kilda east,3183.0,2,1,-37.8641075,144.9997783,206051134,Greater Melbourne,8.58414
6601,2,House,2024,675.0,,,,3,2,-38.3361633,144.9740524,214021377,Greater Melbourne,83.36927
6602,9,House,2024,650.0,1 leigh drive,pakenham,3810.0,3,2,-38.0603159,145.4974726,212011549,Greater Melbourne,64.19719
6603,1,House,2024,500.0,2/853 ballarat rd,deer park,3023.0,2,2,-37.7696858,144.769316,213011569,Greater Melbourne,24.99009
6604,3,House,2024,1800.0,1 loch street,st kilda west,3182.0,4,2,-37.8601477,144.9750883,206051514,Greater Melbourne,6.71903
6605,0,Unit,2024,500.0,311/162 rosslyn street,west melbourne,3003.0,1,1,-37.8092416,144.9489019,206041510,Greater Melbourne,1.9221
6606,1,Unit,2024,500.0,1002/4 joseph road,footscray,3011.0,1,1,-37.8003267,144.9095584,213031348,Greater Melbourne,6.240609999999999
6607,1,Unit,2024,575.0,18/219-227 auburn rd,hawthorn,3122.0,2,1,-37.8279117,145.0442239,207011152,Greater Melbourne,9.16902
6608,0,Unit,2024,620.0,4117/160 victoria street,carlton,3053.0,1,1,-37.8061605,144.9619,206041117,Greater Melbourne,1.15283
6609,2,House,2024,680.0,76 mckinley drive,truganina,3029.0,4,4,-37.7612537,144.6966215,213041359,Greater Melbourne,33.80391
6610,1,Unit,2024,475.0,3/465 pascoe vale road,strathmore,3041.0,2,1,-37.732863,144.923241,210011231,Greater Melbourne,10.30517
6611,2,House,2024,600.0,4 boardman street,truganina,3029.0,5,2,-37.82792999999999,144.7121459,213051586,Greater Melbourne,25.66144
6612,1,Villa,2024,450.0,4/23 collins st,essendon,3040.0,2,1,-37.7456285,144.9072367,206031501,Greater Melbourne,11.197059999999999
6613,1,Unit,2024,370.0,18/50 carlisle street,st kilda,3182.0,1,1,-37.8672501,144.9831813,206051513,Greater Melbourne,7.77688
6614,3,Unit,2024,2500.0,4/19 birdwood avenue,brighton,3186.0,3,3,-37.8942781,144.9867852,208011169,Greater Melbourne,10.34969
6615,0,Unit,2024,390.0,111/363 beaconsfield parade,st kilda west,3182.0,1,1,-37.8611066,144.9730024,206051514,Greater Melbourne,7.12591
6616,0,Unit,2024,620.0,1403/568 collins street,docklands,3008.0,2,1,-37.8206426,144.9484674,206041118,Greater Melbourne,1.71356
6617,2,House,2024,540.0,19 wardell street,tarneit,3029.0,4,1,-37.8280796,144.6804467,213051584,Greater Melbourne,32.88266
6618,1,Unit,2024,700.0,3/732 orrong road,toorak,3142.0,2,1,-37.8393001,145.0144388,206061138,Greater Melbourne,7.1761800000000004
6619,2,House,2024,650.0,1 tumut court,berwick,3806.0,4,2,-38.0597228,145.3393698,212021553,Greater Melbourne,47.527
6620,0,Unit,2024,500.0,1807/231 harbour esplanade,docklands,3008.0,1,1,-37.8132808,144.9434074,206041118,Greater Melbourne,2.5504499999999997
6621,1,Unit,2024,620.0,5/53 aintree road,glen iris,3146.0,2,1,-37.8546488,145.0438825,208041194,Greater Melbourne,10.7276
6622,2,House,2024,490.0,35 homage avenue,fraser rise,3336.0,4,2,-37.7147672,144.6951021,213041574,Greater Melbourne,36.031639999999996
6623,0,House,2024,750.0,23 arthur street,caulfield north,3161.0,3,1,-37.8681416,145.0272738,208021177,Greater Melbourne,10.518709999999999
6624,2,Townhouse,2024,750.0,1/10 lee avenue,mount waverley,3149.0,3,2,-37.8730289,145.1460104,212051323,Greater Melbourne,23.56389
6625,0,House,2024,260.0,room 8/152 dorset road,boronia,3155.0,1,1,-37.8693371,145.2856906,211011446,Greater Melbourne,37.00074
6626,1,House,2024,450.0,45 disney street,crib point,3919.0,3,1,-38.3558465,145.2068409,214021379,Greater Melbourne,79.47100999999999
6627,1,House,2024,990.0,169 mont albert road,canterbury,3126.0,4,2,-37.8184184,145.0837845,207011147,Greater Melbourne,11.30914
6628,2,House,2024,605.0,29 gleneagles drive,melton west,3337.0,7,3,-37.68327379999999,144.5424162,213041358,Greater Melbourne,46.79177
6629,2,Townhouse,2024,800.0,19 primrose avenue,cheltenham,3192.0,3,2,-37.9564149,145.0679506,208031188,Greater Melbourne,24.96718
6630,1,Unit,2024,650.0,175/38 kavanagh street,southbank,3006.0,2,1,-37.8238382,144.964246,206041509,Greater Melbourne,1.90973
6631,1,Unit,2024,975.0,2g03/14-16 the esplanade,st kilda,3182.0,1,1,-37.8652646,144.9747513,206051514,Greater Melbourne,7.5828500000000005
6632,1,Unit,2024,650.0,605/10 burnley street,richmond,3121.0,2,2,-37.8126488,145.0093583,206071518,Greater Melbourne,4.72413
6633,2,Unit,2024,700.0,2/26 clyde street,ferntree gully,3156.0,3,2,-37.8825813,145.267643,211011448,Greater Melbourne,38.9794
6634,1,Unit,2024,350.0,7/70 carlisle street,st kilda,3182.0,1,1,-37.8673078,144.9846731,206051513,Greater Melbourne,7.907220000000001
6635,1,Unit,2024,400.0,20/508 moreland road,brunswick west,3055.0,2,1,-37.752546,144.9381488,206011107,Greater Melbourne,7.88732
6636,1,Unit,2024,510.0,508/91 galada avenue,parkville,3052.0,1,1,-37.7785874,144.9392004,206041124,Greater Melbourne,4.9741
6637,1,Unit,2024,600.0,1608/1 warde street,footscray,3011.0,2,2,-37.7995131,144.907252,213031348,Greater Melbourne,6.88142
6638,1,Unit,2024,670.0,509/2 claremont street,south yarra,3141.0,2,2,-37.8385882,144.9938153,206061515,Greater Melbourne,5.18311
6639,7,House,2024,510.0,12 hampton court,rosebud,3939.0,3,1,-38.3596768,144.9145898,214021384,Greater Melbourne,89.16841000000001
6640,1,Unit,2024,410.0,2/18 lewis street,frankston,3199.0,2,1,-38.1402473,145.1291486,214011371,Greater Melbourne,52.63984
6641,0,Unit,2024,650.0,403/18 russell place,melbourne,3000.0,2,1,-37.8134924,144.9673838,206041503,Greater Melbourne,0.8257899999999999
6642,2,House,2024,680.0,142 mcleans road,bundoora,3083.0,4,3,-37.6941125,145.046366,209041217,Greater Melbourne,17.693330000000003
6643,2,House,2024,790.0,7 pine ridge,donvale,3111.0,4,2,-37.7912513,145.1756489,211021261,Greater Melbourne,23.36211
6644,2,House,2024,790.0,1/20 myers avenue,glen waverley,3150.0,3,2,-37.8757969,145.1590694,212051322,Greater Melbourne,24.68802
6645,2,House,2024,620.0,3 penn court,fawkner,3060.0,3,1,-37.7021667,144.9670099,210031237,Greater Melbourne,14.51267
6646,1,House,2024,900.0,18 hawdon street,eaglemont,3084.0,4,2,-37.7616033,145.0639381,209011201,Greater Melbourne,14.18648
6647,0,Unit,2024,700.0,1411/155 franklin street,melbourne,3000.0,2,1,-37.8088259,144.9595488,206041504,Greater Melbourne,0.95951
6648,0,Unit,2024,595.0,g07/1217 centre road,oakleigh south,3167.0,2,2,-37.9260585,145.1033629,212051326,Greater Melbourne,22.152330000000003
6649,2,House,2024,520.0,40 fadaro street,kalkallo,3064.0,3,2,-37.5316987,144.9673223,210051445,Greater Melbourne,39.301739999999995
6650,0,Unit,2024,470.0,201/1 mount street,prahran,3181.0,1,1,-37.8520058,144.9956264,206061136,Greater Melbourne,6.1231800000000005
6651,1,Unit,2024,680.0,103/3 raglan street,st kilda east,3183.0,2,2,-37.8626982,144.9943227,206051134,Greater Melbourne,6.88396
6652,1,House,2024,630.0,4 acacia street,mount martha,3934.0,3,2,-38.250811,145.039004,214021382,Greater Melbourne,73.96572
6653,2,Townhouse,2024,680.0,6 the terence,notting hill,3168.0,3,2,-37.9052321,145.1451411,212051567,Greater Melbourne,22.15107
6654,10,House,2024,1000.0,517 sandy creek road,riddells creek,3431.0,4,2,-37.4196528,144.654702,210021234,Greater Melbourne,68.37557000000001
6655,1,House,2024,930.0,44 macdonald avenue,altona north,3025.0,4,3,-37.8354043,144.8581246,213021343,Greater Melbourne,11.99883
6656,1,Unit,2024,650.0,g03/129 douglas parade,williamstown,3016.0,2,2,-37.85425000000001,144.896679,213021346,Greater Melbourne,13.11567
6657,1,Unit,2024,625.0,1304/200 spencer street,melbourne,3000.0,1,1,-37.816228,144.9532465,206041505,Greater Melbourne,1.0306199999999999
6658,2,House,2024,600.0,29 cherry tree grove,croydon,3136.0,4,2,-37.7867017,145.2639827,211031451,Greater Melbourne,32.51514
6659,1,Townhouse,2024,475.0,9/302 golf links road,narre warren,3805.0,3,1,-38.0417382,145.3052945,212021456,Greater Melbourne,44.12848
6660,2,House,2024,630.0,40 grove road,craigieburn,3064.0,4,2,-37.5951558,144.9091037,210051443,Greater Melbourne,37.73099
6661,0,House,2024,1050.0,270 gore street,fitzroy,3065.0,3,1,-37.8006494,144.9829337,206071142,Greater Melbourne,3.4324299999999996
6662,2,Unit,2024,330.0,2/6 albert crescent,st albans,3021.0,1,1,-37.7433517,144.7977055,213011334,Greater Melbourne,28.115740000000002
6663,0,Unit,2024,650.0,1612/8 pearl river rd,docklands,3008.0,1,1,-37.8156528,144.9382439,206041118,Greater Melbourne,3.0923499999999997
6664,1,House,2024,695.0,16 alathea court,rye,3941.0,3,2,-38.3766833,144.8204578,214021383,Greater Melbourne,55.8945
6665,0,House,2024,1195.0,386 punt road,south yarra,3141.0,4,1,-37.839742,144.986419,206061516,Greater Melbourne,4.286020000000001
6666,1,Unit,2024,560.0,310/116 balcombe road,mentone,3194.0,2,2,-37.9810076,145.0641335,208031190,Greater Melbourne,27.023970000000002
6667,0,Unit,2024,650.0,1b1b/111-125 a'beckett st,melbourne,3000.0,1,1,-37.8095797,144.9601204,206041504,Greater Melbourne,0.6860299999999999
6668,1,Unit,2024,530.0,104/28 glenmore street,box hill,3128.0,2,1,-37.8223549,145.1269557,207031163,Greater Melbourne,20.80711
6669,2,House,2024,500.0,22 abloom view,mickleham,3064.0,4,2,-37.56969720000001,144.8905076,210051445,Greater Melbourne,40.97192
6670,0,Unit,2024,595.0,1109/5 joseph road,footscray,3011.0,2,2,-37.8002442,144.9089718,213031348,Greater Melbourne,6.2418000000000005
6671,0,House,2024,590.0,37a railway crescent,williamstown,3016.0,2,1,-37.8657609,144.8979444,213021346,Greater Melbourne,14.18773
6672,1,House,2024,420.0,11 taro walk,rockbank,3335.0,3,2,-37.7353829,144.6598826,213041359,Greater Melbourne,37.208800000000004
6673,1,Unit,2024,490.0,11/17 redan street,st kilda,3182.0,2,1,-37.8601916,144.989561,206051513,Greater Melbourne,6.4166300000000005
6674,1,Unit,2024,450.0,5/46 belsize avenue,carnegie,3163.0,2,1,-37.8914475,145.0585974,208021176,Greater Melbourne,16.07367
6675,1,House,2024,300.0,6/152-154 princess street,kew,3101.0,1,2,-37.7964808,145.0310072,207011522,Greater Melbourne,8.494879999999998
6676,1,Unit,2024,500.0,501/181 st kilda road,st kilda,3182.0,1,1,-37.8608428,144.9839952,206051513,Greater Melbourne,5.941439999999999
6677,2,Townhouse,2024,610.0,1/6 barrie court,braybrook,3019.0,3,2,-37.7828348,144.8558896,213031347,Greater Melbourne,12.293280000000001
6678,2,Unit,2024,650.0,314/40 stanley street,collingwood,3066.0,2,1,-37.8018212,144.9853651,206071141,Greater Melbourne,3.14686
6679,2,House,2024,995.0,1/31 victoria street,box hill,3128.0,4,2,-37.8226859,145.1301997,207031163,Greater Melbourne,21.10719
6680,0,House,2024,675.0,15 castle street,williamstown,3016.0,2,1,-37.8584271,144.8879716,213021346,Greater Melbourne,13.43885
6681,1,Unit,2024,460.0,109/102 rankins road,kensington,3031.0,1,1,-37.79227590000001,144.9311016,206041121,Greater Melbourne,4.77469
6682,1,Unit,2024,650.0,unit 64/1 wellington cres,east melbourne,3002.0,2,1,-37.8173777,144.9781787,206041119,Greater Melbourne,1.8801700000000001
6683,2,House,2024,500.0,63 curbridge drive,donnybrook,3064.0,3,3,-37.5449869,144.9586691,209041225,Greater Melbourne,38.49349
6684,3,House,2024,525.0,4 jamie close,cranbourne,3977.0,3,1,-38.0966207,145.2862196,212031300,Greater Melbourne,50.920970000000004
6685,0,Unit,2024,440.0,6/13 speight street,newport,3015.0,2,1,-37.8429698,144.8784709,213021344,Greater Melbourne,11.17771
6686,2,House,2024,420.0,19 lang road,melton south,3338.0,3,1,-37.6919254,144.5740142,213041578,Greater Melbourne,45.79421
6687,1,Unit,2024,750.0,b611/631 victoria street,abbotsford,3067.0,2,2,-37.8112281,145.0094575,206071139,Greater Melbourne,4.65179
6688,1,Unit,2024,650.0,204/8 bond street,caulfield north,3161.0,2,1,-37.8766972,145.0375096,208021177,Greater Melbourne,12.535879999999999
6689,2,House,2024,600.0,11 lerina street,oakleigh east,3166.0,3,1,-37.9106817,145.1151897,212051326,Greater Melbourne,23.172810000000002
6690,1,Unit,2024,395.0,4/22 crimea street,st kilda,3182.0,1,1,-37.8591641,144.9882826,206051513,Greater Melbourne,6.209569999999999
6691,0,Unit,2024,840.0,3506/119 a'beckett street,melbourne,3000.0,2,2,-37.8095779,144.9600855,206041504,Greater Melbourne,0.68883
6692,1,Unit,2024,430.0,8/158 oakleigh road,carnegie,3163.0,1,1,-37.9006119,145.0635087,208021176,Greater Melbourne,17.582240000000002
6693,1,Unit,2024,520.0,1b/28 foundation boulevard,burwood east,3151.0,1,1,-37.8484143,145.1344014,207031166,Greater Melbourne,17.9329
6694,2,Unit,2024,560.0,53/117 mcleod road,patterson lakes,3197.0,2,2,-38.0701272,145.1379003,208031185,Greater Melbourne,46.6611
6695,2,House,2024,520.0,116 melbourne avenue,glenroy,3046.0,3,1,-37.7032866,144.9262009,210031535,Greater Melbourne,14.45208
6696,2,House,2024,520.0,50 shillings road,mambourin,3024.0,4,2,-37.8901824,144.6016479,213051468,Greater Melbourne,46.942519999999995
6697,4,House,2024,680.0,3 sims court,carrum downs,3201.0,4,2,-38.0910216,145.1893109,214011370,Greater Melbourne,46.93623
6698,2,House,2024,830.0,143 botanica drive,chirnside park,3116.0,5,3,-37.7553026,145.3291896,211051275,Greater Melbourne,39.637550000000005
6699,2,House,2024,600.0,7 beattie court,wollert,3750.0,4,2,-37.61331,145.046567,209041435,Greater Melbourne,26.98548
6700,0,Unit,2024,580.0,1b1b/134-160 spencer street,melbourne,3000.0,1,1,-37.8174166,144.9536383,206041505,Greater Melbourne,1.1392200000000001
6701,2,House,2024,450.0,44 dianne avenue,craigieburn,3064.0,3,1,-37.59577660000001,144.9331447,210051441,Greater Melbourne,26.81624
6702,2,House,2024,500.0,41 main street,thomastown,3074.0,3,1,-37.6798397,145.0081434,209041223,Greater Melbourne,17.16884
6703,1,Unit,2024,675.0,2305/80 clarendon street,southbank,3006.0,2,1,-37.8270709,144.9575697,206041508,Greater Melbourne,2.1424499999999997
6704,2,Townhouse,2024,530.0,1/16 mounsey street,sunshine west,3020.0,3,2,-37.8024025,144.8200752,213011338,Greater Melbourne,18.30977
6705,1,House,2024,470.0,13 innovation avenue,rockbank,3335.0,3,2,-37.7393667,144.6634265,213041359,Greater Melbourne,36.67175
6706,2,House,2024,680.0,13 onoway approach,mickleham,3064.0,4,3,-37.5439273,144.9002517,210051445,Greater Melbourne,42.37204
6707,2,House,2024,880.0,4 macedon avenue,balwyn north,3104.0,4,2,-37.7921584,145.0720122,207011148,Greater Melbourne,12.78311
6708,2,House,2024,580.0,5 strong view,fraser rise,3336.0,4,2,-37.7033888,144.7051616,213041574,Greater Melbourne,37.82898
6709,2,House,2024,1000.0,1490 high street,glen iris,3146.0,3,1,-37.8587906,145.0450134,208041194,Greater Melbourne,11.97593
