,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,SA2_CODE21,GCC_NAME21,dist_to_city
916,11,House,2024,1200.0,70 dillon court,diggers rest,3427.0,4,2,-37.64029370000001,144.7350864,210041540,Greater Melbourne,31.24992
917,1,Unit,2024,580.0,709/39 appleton street,richmond,3121.0,2,1,-37.8154727,145.0114138,206071518,Greater Melbourne,5.2336800000000006
918,1,Unit,2024,575.0,308/38 inkerman street,st kilda,3182.0,2,1,-37.8641295,144.9832661,206051513,Greater Melbourne,7.389609999999999
919,1,Unit,2024,650.0,2901/11 rose lane,melbourne,3000.0,2,1,-37.8154878,144.9542238,206041505,Greater Melbourne,1.18906
920,2,Townhouse,2024,1200.0,2/2 ford street,ivanhoe,3079.0,4,2,-37.7646663,145.0428742,209011200,Greater Melbourne,12.08539
921,1,Unit,2024,480.0,108/1 foundry road,sunshine,3020.0,2,2,-37.7797357,144.8327857,213011336,Greater Melbourne,13.99328
922,1,House,2024,630.0,1 phillip court,greensborough,3088.0,4,2,-37.7119743,145.1065534,209011197,Greater Melbourne,21.947020000000002
923,6,House,2024,1250.0,10-12 pietro road,heatherton,3202.0,4,2,-37.9565556,145.0938413,208031191,Greater Melbourne,29.14127
924,1,Townhouse,2024,530.0,3/160 ascot vale rd,flemington,3031.0,2,2,-37.780632,144.922864,206031115,Greater Melbourne,5.71858
925,2,House,2024,585.0,20 southampton street,footscray,3011.0,3,2,-37.7952596,144.8860032,213031348,Greater Melbourne,8.979149999999999
926,2,House,2024,530.0,577 cameron street,donnybrook,3064.0,4,2,-37.5313232,144.9990646,209041225,Greater Melbourne,42.64046
927,1,Unit,2024,510.0,502/4 joseph rd,footscray,3011.0,1,1,-37.8003267,144.9095584,213031348,Greater Melbourne,6.240609999999999
928,1,Duplex,2024,500.0,2/459-461 waverley road,malvern east,3145.0,2,1,-37.8797436,145.0714487,208041195,Greater Melbourne,14.31151
929,2,Townhouse,2024,480.0,30 grattan cove,craigieburn,3064.0,4,2,-37.588632,144.915936,210051543,Greater Melbourne,35.68829
930,1,Townhouse,2024,460.0,3/28 coulstock street,epping,3076.0,2,1,-37.6497508,145.0304954,209041432,Greater Melbourne,20.75021
931,2,Townhouse,2024,1150.0,4/9 marine avenue,st kilda,3182.0,3,3,-37.8740201,144.9779576,206051514,Greater Melbourne,8.6491
932,1,House,2024,320.0,28a smeaton avenue,hoppers crossing,3029.0,1,1,-37.8733371,144.6923113,213051362,Greater Melbourne,28.961299999999998
933,0,Townhouse,2024,745.0,122 hedderwick street,essendon,3040.0,3,2,-37.741471,144.9021457,206031501,Greater Melbourne,11.80766
934,0,Unit,2024,900.0,unit 5711/568 collins street,melbourne,3000.0,2,2,-37.8183759,144.9554361,206041505,Greater Melbourne,1.3564
935,1,Unit,2024,530.0,1/37-39 westgate street,pascoe vale,3044.0,2,1,-37.7370777,144.9368129,206011109,Greater Melbourne,9.87509
936,2,House,2024,640.0,45 fraser crescent,wantirna south,3152.0,3,2,-37.8775097,145.2301359,211011260,Greater Melbourne,38.1265
937,2,House,2024,410.0,1 pippin court,darley,3340.0,3,1,-37.6596909,144.4372198,213041353,Greater Melbourne,62.7695
938,1,Unit,2024,850.0,2602a/845 whitehorse road,box hill,3128.0,3,2,-37.8169818,145.1176698,207031163,Greater Melbourne,19.71494
939,2,House,2024,525.0,204 centre road,narre warren,3805.0,3,1,-38.0295194,145.3022894,212021456,Greater Melbourne,42.99333
940,1,Unit,2024,560.0,5216/185 weston street,brunswick east,3057.0,2,1,-37.7758781,144.9722332,206011106,Greater Melbourne,4.75794
941,3,House,2024,600.0,308 gaffney street,pascoe vale,3044.0,3,1,-37.7317757,144.9433297,210031538,Greater Melbourne,10.449819999999999
942,1,House,2024,450.0,2/31 wordsworth avenue,clayton south,3169.0,2,1,-37.9379395,145.1314524,212041310,Greater Melbourne,27.16695
943,0,House,2024,680.0,31 park street,northcote,3070.0,2,1,-37.7751991,144.9927565,206021500,Greater Melbourne,6.02298
944,2,House,2024,480.0,2 blush terrace,tarneit,3029.0,3,2,-37.8306601,144.6711206,213051584,Greater Melbourne,28.381700000000002
945,2,Townhouse,2024,920.0,1/24 prince edward avenue,mckinnon,3204.0,3,2,-37.909176,145.040734,208021174,Greater Melbourne,16.68956
946,2,House,2024,750.0,27 baird street,doncaster,3108.0,4,2,-37.7920356,145.1341991,207021157,Greater Melbourne,19.08582
947,1,Unit,2024,630.0,302/144 mckinnon road,mckinnon,3204.0,2,1,-37.911088,145.0372511,208021174,Greater Melbourne,16.689220000000002
948,0,Unit,2024,360.0,4/89 ballantyne street,thornbury,3071.0,1,1,-37.75810329999999,144.9944278,206021112,Greater Melbourne,7.76863
949,1,Unit,2024,800.0,2910/241 city road,southbank,3006.0,2,2,-37.8265171,144.960065,206041509,Greater Melbourne,1.8518299999999999
950,1,Unit,2024,525.0,g02/21 bourke street,ringwood,3134.0,2,2,-37.8130896,145.2248257,211031266,Greater Melbourne,27.82059
951,1,Unit,2024,550.0,114/5-9 hanke road,doncaster,3108.0,1,1,-37.7909416,145.123555,207021157,Greater Melbourne,17.76335
952,4,House,2024,630.0,8 polson way,cranbourne west,3977.0,3,2,-38.0911015,145.2532858,212031304,Greater Melbourne,48.357949999999995
953,3,House,2024,650.0,3/511-513 orrong road,armadale,3143.0,3,1,-37.8585629,145.0105523,206061136,Greater Melbourne,8.4372
954,1,Unit,2024,700.0,209/29 waterline place,williamstown,3016.0,2,2,-37.8654162,144.908494,213021346,Greater Melbourne,15.213790000000001
955,1,House,2024,475.0,48 songlark crescent,werribee,3030.0,4,1,-37.8769874,144.6677363,213051467,Greater Melbourne,31.6855
956,2,House,2024,510.0,47 vogue drive,wyndham vale,3024.0,4,2,-37.8733803,144.6210356,213051589,Greater Melbourne,37.18738
957,2,House,2024,660.0,5 guddi court,greenvale,3059.0,3,2,-37.6281582,144.8832082,210051246,Greater Melbourne,25.393849999999997
958,2,House,2024,2350.0,8 glendora avenue,brighton,3186.0,3,2,-37.887871,144.9990284,208011169,Greater Melbourne,9.307879999999999
959,1,Unit,2024,850.0,2411/618 lonsdale street,melbourne,3000.0,2,2,-37.81441450000001,144.9539107,206041505,Greater Melbourne,1.06116
960,2,Unit,2024,1450.0,18/472 beach road,beaumaris,3193.0,4,3,-37.9916479,145.0420095,208011168,Greater Melbourne,26.51281
961,1,Unit,2024,600.0,2/21 nicholson street,coburg,3058.0,2,1,-37.7555567,144.9750546,206011497,Greater Melbourne,6.95662
962,0,House,2024,520.0,42 moore street,south yarra,3141.0,2,1,-37.843903,144.989408,206061516,Greater Melbourne,5.10109
963,2,House,2024,675.0,12 speckled street,epping,3076.0,4,2,-37.6268559,145.0025286,209041433,Greater Melbourne,26.11572
964,2,House,2024,1485.0,12a boston avenue,malvern east,3145.0,4,3,-37.8829479,145.0608482,208041195,Greater Melbourne,15.07874
965,0,House,2024,490.0,76 manooka road,brookfield,3338.0,4,2,-37.695646,144.5395437,213041571,Greater Melbourne,47.97497
966,2,Unit,2024,680.0,5/45 st clems road,doncaster east,3109.0,3,2,-37.7990163,145.164522,207021425,Greater Melbourne,21.406830000000003
967,1,Townhouse,2024,550.0,12/8-10 austin crescent,pascoe vale,3044.0,2,2,-37.72726660000001,144.9285055,210031538,Greater Melbourne,11.83371
968,1,Unit,2024,660.0,2/11 regent street,mount waverley,3149.0,3,1,-37.8811914,145.1387672,212051324,Greater Melbourne,21.52497
969,1,Unit,2024,720.0,2501/87 franklin street,melbourne,3000.0,2,1,-37.8079459,144.9617001,206041504,Greater Melbourne,0.84184
970,2,House,2024,1050.0,95 beaconsfield parade,northcote,3070.0,3,1,-37.76461949999999,144.9933052,206021500,Greater Melbourne,7.05854
971,0,Unit,2024,840.0,1911/7 siddeley street,docklands,3008.0,1,1,-37.8215124,144.9545467,206041118,Greater Melbourne,1.6211
972,2,House,2024,650.0,1 cabarita crescent,south morang,3752.0,4,2,-37.6311067,145.088656,209041435,Greater Melbourne,27.69322
973,2,House,2024,520.0,14 maclarens close,wyndham vale,3024.0,4,2,-37.8799066,144.6129113,213051590,Greater Melbourne,36.682230000000004
974,0,House,2024,300.0,6a goold street,burwood,3125.0,1,1,-37.8550089,145.1184418,207031165,Greater Melbourne,16.71873
975,2,House,2024,560.0,1 carinya street,bacchus marsh,3340.0,4,2,-37.6790181,144.4208912,213041353,Greater Melbourne,61.2928
976,1,Unit,2024,600.0,503/15 doepel way,docklands,3008.0,1,1,-37.8148335,144.9400507,206041118,Greater Melbourne,2.8839
977,1,Unit,2024,800.0,1/34 fisher street,malvern east,3145.0,3,2,-37.8805718,145.0575199,208041195,Greater Melbourne,14.53249
978,2,House,2024,750.0,8 taunton street,doncaster east,3109.0,4,2,-37.7766614,145.1563448,207021424,Greater Melbourne,23.14425
979,1,Unit,2024,695.0,1009/2 albert road,south melbourne,3205.0,2,1,-37.83279599999999,144.9714123,206051512,Greater Melbourne,2.52214
980,1,Townhouse,2024,530.0,1/51 franleigh drive,narre warren,3805.0,3,2,-38.0078197,145.3039969,212021455,Greater Melbourne,41.15107
981,1,Unit,2024,500.0,512/3 olive york way,brunswick west,3055.0,2,1,-37.7585213,144.9386181,206011107,Greater Melbourne,6.99852
982,1,Unit,2024,700.0,103/511 dandenong road,armadale,3143.0,2,1,-37.8626155,145.0202787,206061135,Greater Melbourne,10.122069999999999
983,2,House,2024,800.0,28 webster street,clyde north,3978.0,5,3,-38.1038954,145.3736636,212031556,Greater Melbourne,54.98034
984,1,Unit,2024,775.0,1908/118 kavanagh street,southbank,3006.0,2,2,-37.8256841,144.9621722,206041509,Greater Melbourne,1.9783
985,2,House,2024,440.0,55 riverbank boulevard,melton west,3337.0,4,2,-37.6639652,144.5501201,213041358,Greater Melbourne,48.6252
986,3,House,2024,2350.0,50 esplanade,brighton,3186.0,5,3,-37.9249782,144.9875176,208011169,Greater Melbourne,13.67308
987,2,House,2024,500.0,17 coronado crescent,truganina,3029.0,3,2,-37.7479841,144.6789212,213041359,Greater Melbourne,34.546519999999994
988,1,Unit,2024,390.0,4/223 station street,fairfield,3078.0,1,1,-37.7718666,145.0195492,206021110,Greater Melbourne,9.004629999999999
989,1,Unit,2024,560.0,4/324 high street,windsor,3181.0,2,1,-37.852918,144.998826,206061136,Greater Melbourne,6.43378
990,0,Unit,2024,345.0,g08/386 burwood highway,burwood,3125.0,1,1,-37.8522301,145.1305405,207031165,Greater Melbourne,17.234060000000003
991,2,Townhouse,2024,520.0,32 officedale road,officer,3809.0,3,2,-38.0666847,145.4356841,212011546,Greater Melbourne,56.92494
992,2,House,2024,550.0,8 himalayas street,truganina,3029.0,4,2,-37.7590104,144.6902262,213041359,Greater Melbourne,33.910959999999996
993,2,House,2024,510.0,17 saxby street,tarneit,3029.0,3,2,-37.85476269999999,144.6514506,213051582,Greater Melbourne,34.20413
994,2,House,2024,1390.0,12 tyrone street,camberwell,3124.0,4,2,-37.8447938,145.0745495,207011149,Greater Melbourne,12.703100000000001
995,1,House,2024,500.0,22 hughes parade,reservoir,3073.0,3,1,-37.6974727,145.0081546,209021524,Greater Melbourne,14.89077
996,2,House,2024,580.0,34 orlando drive,truganina,3029.0,4,2,-37.8415037,144.7276467,213051588,Greater Melbourne,23.99575
997,0,Unit,2024,520.0,101/130 dudley st,west melbourne,3003.0,1,1,-37.809552,144.950835,206041510,Greater Melbourne,1.7016900000000001
998,4,House,2024,1100.0,128 bradford rd,mount martha,3934.0,4,3,-38.2988102,144.9992344,214021382,Greater Melbourne,80.96949000000001
999,0,Unit,2024,285.0,503/42 porter street,prahran,3181.0,1,1,-37.8485067,144.9903284,206061136,Greater Melbourne,5.69997
1000,2,House,2024,750.0,2/16 andrews street,spotswood,3015.0,4,2,-37.825768,144.8745331,213021344,Greater Melbourne,9.63231
1001,2,House,2024,530.0,11 willowbank place,cranbourne east,3977.0,3,1,-38.1029066,145.3004783,212031557,Greater Melbourne,52.783629999999995
1002,2,House,2024,560.0,98 halcyon road,deanside,3336.0,4,2,-37.7357938,144.6931697,213041359,Greater Melbourne,32.36443
1003,2,House,2024,550.0,59 hemingway drive,rockbank,3335.0,4,2,-37.7368377,144.6653778,213041359,Greater Melbourne,36.933519999999994
1004,2,House,2024,500.0,15 heslop street,mickleham,3064.0,3,2,-37.5242179,144.9000725,210051445,Greater Melbourne,42.90775
1005,2,House,2024,400.0,5 wattle pl,melton south,3338.0,3,1,-37.7010869,144.5659171,213041578,Greater Melbourne,45.65032
1006,0,Unit,2024,475.0,607/243 franklin street,melbourne,3000.0,1,1,-37.8096191,144.9560827,206041504,Greater Melbourne,1.2315699999999998
1007,0,Unit,2024,295.0,411/5 dudley street,caulfield east,3145.0,1,1,-37.880396,145.048005,208021177,Greater Melbourne,13.93039
1008,1,Unit,2024,590.0,301/44 eastment street,northcote,3070.0,2,1,-37.7730133,144.9973808,206021500,Greater Melbourne,7.09147
1009,2,House,2024,580.0,25 conondale street,tarneit,3029.0,4,2,-37.8347248,144.6887212,213051583,Greater Melbourne,26.895229999999998
1010,0,Unit,2024,950.0,6405/500 elizabeth street,melbourne,3000.0,3,2,-37.8071364,144.9603738,206041504,Greater Melbourne,0.88881
1011,2,Townhouse,2024,880.0,40b jellicoe street,ivanhoe,3079.0,4,3,-37.7579822,145.0390668,209011200,Greater Melbourne,12.827459999999999
1012,1,Unit,2024,340.0,11/15 poplar grove,carnegie,3163.0,1,1,-37.8861274,145.06312,208021176,Greater Melbourne,15.6715
1013,2,Townhouse,2024,895.0,27a clarendon street,avondale heights,3034.0,4,2,-37.7659533,144.8588541,210011533,Greater Melbourne,13.668629999999999
1014,4,House,2024,440.0,3 kipling place,delahey,3037.0,3,1,-37.7255158,144.7755412,213011331,Greater Melbourne,25.576400000000003
1015,6,House,2024,700.0,3 grandview crescent,hillside,3037.0,5,2,-37.690332,144.7412993,213041575,Greater Melbourne,28.10143
1016,1,Villa,2024,540.0,4/130 boundary road,bentleigh east,3165.0,2,1,-37.9233385,145.0593328,208021427,Greater Melbourne,20.2683
1017,2,House,2024,530.0,16 barnell street,craigieburn,3064.0,4,2,-37.5694727,144.9048229,210051542,Greater Melbourne,36.0315
1018,1,Townhouse,2024,795.0,51 cairnes crescent,malvern east,3145.0,3,2,-37.8728288,145.0648435,208041195,Greater Melbourne,13.39082
1019,2,House,2024,1070.0,2a cromer road,beaumaris,3193.0,4,2,-37.98885509999999,145.0445971,208011168,Greater Melbourne,26.90062
1020,2,House,2024,795.0,5 montrose street,oakleigh south,3167.0,3,2,-37.9382437,145.0873881,212041309,Greater Melbourne,22.383950000000002
1021,1,Townhouse,2024,680.0,3/125 bowes ave,airport west,3042.0,3,3,-37.7246811,144.8853528,210011226,Greater Melbourne,14.71486
1022,0,Unit,2024,700.0,apartment 502/72 orrong road,elsternwick,3185.0,2,2,-37.8847729,145.0060695,208021179,Greater Melbourne,9.53399
1023,0,Unit,2024,460.0,303/108 munster terrace,north melbourne,3051.0,1,1,-37.8007117,144.9432783,206041506,Greater Melbourne,3.10515
1024,1,Unit,2024,560.0,1002/2 claremont street,south yarra,3141.0,2,1,-37.8385882,144.9938153,206061515,Greater Melbourne,5.18311
1025,1,Townhouse,2024,680.0,9/52 gadd street,northcote,3070.0,2,2,-37.7623855,144.9914051,206021500,Greater Melbourne,7.31673
1026,1,Townhouse,2024,590.0,3/32 dundee street,reservoir,3073.0,2,2,-37.7033605,145.0216327,209021523,Greater Melbourne,14.77247
1027,1,Unit,2024,550.0,414/163-169 inkerman street,st kilda,3182.0,2,1,-37.8652594,144.9882331,206051513,Greater Melbourne,6.5724
1028,1,Unit,2024,600.0,20/100 queensberry street,carlton,3053.0,2,1,-37.8046894,144.965724,206041117,Greater Melbourne,1.4522899999999999
1029,0,Unit,2024,370.0,12/9 fitzroy street,st kilda,3182.0,1,1,-37.8625901,144.9731627,206051514,Greater Melbourne,7.49672
1030,2,House,2024,950.0,1 maroora street,malvern east,3145.0,3,2,-37.8817097,145.0552105,208041195,Greater Melbourne,14.639059999999999
1031,1,Townhouse,2024,600.0,72b south road,braybrook,3019.0,2,2,-37.7909272,144.8495887,213031347,Greater Melbourne,12.28355
1032,1,House,2024,900.0,92 barrow street,brunswick,3056.0,3,1,-37.7584519,144.9702508,206011495,Greater Melbourne,6.93075
1033,2,House,2024,650.0,70 moor park drive,craigieburn,3064.0,4,2,-37.5741727,144.9041019,210051542,Greater Melbourne,42.33005
1034,0,Unit,2024,595.0,1807b/120 a'beckett street,melbourne,3000.0,1,1,-37.8093086,144.9597389,206041504,Greater Melbourne,0.70698
1035,2,House,2024,650.0,30 amblecote cescent,mulgrave,3170.0,3,2,-37.9350363,145.2008293,212051325,Greater Melbourne,28.34204
1036,1,Unit,2024,600.0,1403/2 hallenstein,footscray,3011.0,2,2,-37.8004303,144.9081625,213031348,Greater Melbourne,6.69262
1037,2,Townhouse,2024,1100.0,8/181 east boundary road,bentleigh east,3165.0,4,3,-37.9198206,145.0590479,208021426,Greater Melbourne,19.69527
1038,2,House,2024,550.0,103 tulsi avenue,werribee,3030.0,4,2,-37.9232399,144.6424351,213051468,Greater Melbourne,37.63764
1039,2,House,2024,580.0,53 gloucester street,reservoir,3073.0,2,2,-37.7192187,144.9966714,209021526,Greater Melbourne,12.93867
1040,1,Unit,2024,750.0,4/103 grosvenor street,balaclava,3183.0,2,1,-37.8736416,144.997204,206051134,Greater Melbourne,9.57268
1041,2,House,2024,1350.0,9 lakeside dr,emerald,3782.0,5,2,-37.9179157,145.4544086,212011289,Greater Melbourne,58.63268
1042,2,House,2024,620.0,57 stoneleigh circuit,williams landing,3027.0,4,2,-37.8666071,144.7352802,213051363,Greater Melbourne,25.50449
1043,0,Unit,2024,320.0,787 park street,brunswick,3056.0,1,1,-37.7770051,144.954365,206011496,Greater Melbourne,4.68572
1044,2,Townhouse,2024,525.0,1 teddy walk,aintree,3336.0,4,2,-37.7237717,144.669398,213041359,Greater Melbourne,37.209540000000004
1045,0,Unit,2024,595.0,1001/8 hallenstein street,footscray,3011.0,2,2,-37.8000429,144.9082015,213031348,Greater Melbourne,6.7357700000000005
1046,2,House,2024,470.0,23 balbi road,truganina,3029.0,4,2,-37.7604856,144.6718518,213041359,Greater Melbourne,36.97152
1047,2,Townhouse,2024,430.0,3 plenty view,beveridge,3753.0,4,3,-37.4683532,144.9543921,209041224,Greater Melbourne,46.660410000000006
1048,1,Unit,2024,800.0,615d/604 swanston street,carlton,3053.0,3,1,-37.8021998,144.9639735,206041117,Greater Melbourne,1.74489
1049,2,House,2024,800.0,566 waverley road,malvern east,3145.0,3,2,-37.8796637,145.0753595,208041195,Greater Melbourne,14.65509
1050,2,House,2024,620.0,46 silver creek drive,lynbrook,3975.0,4,2,-38.0473654,145.2560764,212031306,Greater Melbourne,43.29462
1051,2,House,2024,495.0,2 iris close,tootgarook,3941.0,3,1,-38.3835942,144.8475765,214021383,Greater Melbourne,56.79221
1052,1,Unit,2024,650.0,5/3-5 carlisle crescent,hughesdale,3166.0,2,1,-37.897908,145.077041,208021180,Greater Melbourne,18.772380000000002
1053,1,Unit,2024,375.0,9/36 ulupna road,ormond,3204.0,1,1,-37.9007934,145.0433687,208021182,Greater Melbourne,16.37996
1054,0,House,2024,590.0,173 pigdon street,carlton north,3054.0,2,1,-37.7820612,144.9707611,206071140,Greater Melbourne,3.99831
1055,1,Unit,2024,400.0,7/13 st leonards avenue,st kilda,3182.0,1,1,-37.8632246,144.9776239,206051514,Greater Melbourne,7.61068
1056,2,House,2024,650.0,2/89 darebin boulevard,reservoir,3073.0,3,2,-37.7038389,145.029946,209021523,Greater Melbourne,15.97428
1057,1,Unit,2024,450.0,17/23 edith street,dandenong,3175.0,2,1,-37.9821951,145.2188053,212041563,Greater Melbourne,34.19191
1058,1,Villa,2024,695.0,3/30 neville street,carnegie,3163.0,3,2,-37.897945,145.0484593,208021176,Greater Melbourne,16.10189
1059,1,House,2024,540.0,57b lorne street,fawkner,3060.0,3,1,-37.716064,144.971206,210031237,Greater Melbourne,13.12574
1060,1,Unit,2024,420.0,10/21-29 trickey avenue,sydenham,3037.0,2,2,-37.6973188,144.7682852,213011339,Greater Melbourne,26.07766
1061,1,Unit,2024,575.0,2/5 the avenue,balaclava,3183.0,2,1,-37.8714532,144.9949161,206051134,Greater Melbourne,9.60599
1062,0,Studio,2024,525.0,6/130 nicholson street,fitzroy,3065.0,1,1,-37.8017109,144.9745041,206071142,Greater Melbourne,2.09422
1063,0,Unit,2024,650.0,2004/245 city road,southbank,3006.0,2,1,-37.826641,144.9596778,206041509,Greater Melbourne,1.87082
1064,2,House,2024,600.0,8 verdant drive,donnybrook,3064.0,4,2,-37.5326943,145.001884,209041225,Greater Melbourne,42.64675
1065,1,Unit,2024,575.0,609/125 bell street,ivanhoe,3079.0,2,2,-37.7534426,145.0515863,209011199,Greater Melbourne,15.91589
1066,1,Unit,2024,510.0,408/1 olive york way,brunswick west,3055.0,1,1,-37.7585213,144.9386181,206011107,Greater Melbourne,6.99852
1067,1,Unit,2024,500.0,10/3-5 salter street,essendon,3040.0,3,1,-37.748639,144.917755,206031502,Greater Melbourne,10.13982
1068,0,Unit,2024,525.0,601/250 elizabeth street,melbourne,3000.0,1,1,-37.8125509,144.9627482,206041503,Greater Melbourne,0.20207
1069,2,House,2024,650.0,17 drummond street,blackburn south,3130.0,3,1,-37.8350313,145.1595082,207031162,Greater Melbourne,24.58703
1070,1,Unit,2024,540.0,102/813 toorak road,hawthorn east,3123.0,2,1,-37.8447949,145.0475535,207011152,Greater Melbourne,10.11589
1071,1,Unit,2024,620.0,12/49a kensington road,south yarra,3141.0,2,1,-37.8361446,145.0015013,206061515,Greater Melbourne,5.85547
1072,2,House,2024,1850.0,41 faversham road,canterbury,3126.0,5,2,-37.8198757,145.0845269,207011155,Greater Melbourne,11.540659999999999
1073,2,House,2024,820.0,9 harvie street,glen waverley,3150.0,4,2,-37.8732659,145.168734,212051321,Greater Melbourne,25.37477
1074,2,House,2024,550.0,6 jukes mews,donnybrook,3064.0,4,3,-37.5441278,145.0144279,209041225,Greater Melbourne,42.78576
1075,0,Unit,2024,415.0,1217/43 therry street,melbourne,3000.0,0,1,-37.8070604,144.9606611,206041504,Greater Melbourne,0.9153300000000001
1076,2,House,2024,420.0,352 bridge road,strathtulloh,3338.0,3,2,-37.7163843,144.597842,213041572,Greater Melbourne,43.50315
1077,2,House,2024,555.0,8 teal court,narre warren south,3805.0,3,2,-38.0425823,145.2904411,212031458,Greater Melbourne,44.42245
1078,2,House,2024,530.0,10 highland boulevard,ringwood,3134.0,3,1,-37.7949851,145.2528383,211031266,Greater Melbourne,30.57747
1079,0,Studio,2024,285.0,4 & 8/29 hutton street,dandenong,3175.0,1,1,-37.9870883,145.2077868,212041563,Greater Melbourne,34.38274
1080,1,Unit,2024,750.0,1020/555 st kilda road,melbourne,3004.0,2,2,-37.8470519,144.9806754,206041125,Greater Melbourne,4.50088
1081,1,Unit,2024,530.0,103/265 grange road,ormond,3204.0,2,1,-37.9008775,145.0443941,208021182,Greater Melbourne,16.250040000000002
1082,2,House,2024,780.0,7 lincoln avenue,berwick,3806.0,4,2,-38.0646437,145.3544557,212021553,Greater Melbourne,50.32888
1083,1,Unit,2024,550.0,8/38 holyrood street,hampton,3188.0,2,1,-37.934181,144.99885,208011172,Greater Melbourne,15.441270000000001
1084,0,Unit,2024,550.0,214/20 shamrock street,abbotsford,3067.0,1,1,-37.8101409,145.0082181,206071139,Greater Melbourne,4.5548
1085,0,Unit,2024,380.0,105/62-68 hayward lane,melbourne,3000.0,1,1,-37.8089779,144.9668783,206041503,Greater Melbourne,0.98988
1086,2,Townhouse,2024,860.0,2 hewa place,berwick,3806.0,4,4,-38.0336203,145.3620848,212021293,Greater Melbourne,47.10736
1087,2,House,2024,560.0,52 thompsons road,bulleen,3105.0,3,1,-37.777289,145.0861944,207021156,Greater Melbourne,13.388819999999999
1088,1,Townhouse,2024,615.0,1a perrett street,brunswick west,3055.0,2,1,-37.7542875,144.9512138,206011107,Greater Melbourne,7.9249
1089,2,House,2024,650.0,336 geelong road,west footscray,3012.0,3,1,-37.807083,144.876119,213031351,Greater Melbourne,8.74946
1090,2,House,2024,600.0,107 hayton park boulevard,cranbourne west,3977.0,4,2,-38.1099314,145.2480357,212031304,Greater Melbourne,50.069379999999995
1091,1,Unit,2024,460.0,3/48 pine street,reservoir,3073.0,2,1,-37.7199001,144.9983664,209021526,Greater Melbourne,12.90582
1092,2,Townhouse,2024,1150.0,1/914 toorak road,camberwell,3124.0,3,3,-37.8463013,145.0576099,207011150,Greater Melbourne,10.76455
1093,1,House,2024,495.0,30 elsey road,reservoir,3073.0,3,1,-37.7048193,145.012038,209021523,Greater Melbourne,14.458870000000001
1094,1,Unit,2024,500.0,14/29 bendall street,kensington,3031.0,2,1,-37.7897411,144.9238914,206041121,Greater Melbourne,5.402189999999999
1095,1,Unit,2024,750.0,304s/889 collins street,docklands,3008.0,2,2,-37.82091399999999,144.9418601,206041118,Greater Melbourne,2.6067
1096,2,House,2024,590.0,44 himalaya drive,diggers rest,3427.0,4,2,-37.6242597,144.7026175,210041539,Greater Melbourne,37.17407
1097,2,House,2024,580.0,130 lockhart street,mernda,3754.0,4,2,-37.5844304,145.0768727,209041531,Greater Melbourne,34.68332
1098,0,Unit,2024,695.0,4/7-11 martin street,south melbourne,3205.0,2,2,-37.8369867,144.9583861,206051512,Greater Melbourne,3.66148
1099,2,House,2024,720.0,66 arnold drive,scoresby,3179.0,4,2,-37.894505,145.2340128,211011254,Greater Melbourne,36.20026
1100,2,House,2024,510.0,33 vogue drive,wyndham vale,3024.0,4,2,-37.8727459,144.6205293,213051589,Greater Melbourne,37.63335
1101,1,Unit,2024,450.0,204/154 high street,preston,3072.0,1,1,-37.7463475,145.0028345,209021428,Greater Melbourne,9.96958
1102,1,Unit,2024,380.0,1/130 rossmoyne street,thornbury,3071.0,1,1,-37.75813430000001,145.0084667,206021112,Greater Melbourne,9.159889999999999
1103,2,House,2024,580.0,42 beaconsfield drive,mickleham,3064.0,4,2,-37.5215018,144.912334,210051445,Greater Melbourne,43.7249
1104,1,Unit,2024,535.0,9/1a hawsleigh avenue,st kilda east,3183.0,2,1,-37.8698778,144.9977972,206051134,Greater Melbourne,9.20088
1105,1,Unit,2024,900.0,6.07/69 flemington road,north melbourne,3051.0,3,2,-37.7992098,144.9538969,206041506,Greater Melbourne,2.2156
1106,1,Unit,2024,720.0,315/631 victoria street,abbotsford,3067.0,2,2,-37.8112281,145.0094575,206071139,Greater Melbourne,4.65179
1107,1,Townhouse,2024,475.0,33 gorman dr,mill park,3082.0,2,2,-37.6532404,145.0783405,209041220,Greater Melbourne,24.12107
1108,0,House,2024,250.0,57 ballarat road,footscray,3011.0,1,1,-37.7951024,144.9039979,213031348,Greater Melbourne,7.5477799999999995
1109,2,House,2024,1099.0,48 henry street,doncaster,3108.0,4,2,-37.7742776,145.1317366,207021157,Greater Melbourne,18.58871
1110,0,Unit,2024,580.0,910/18 hoff boulevard,southbank,3006.0,1,1,-37.8258054,144.9639234,206041509,Greater Melbourne,1.95341
1111,2,House,2024,630.0,11 trimotor road,point cook,3030.0,4,2,-37.8997447,144.7211589,213051466,Greater Melbourne,30.78911
1112,2,House,2024,730.0,30 clyde street,box hill north,3129.0,4,2,-37.8094995,145.1287785,207031164,Greater Melbourne,19.36321
1113,1,Unit,2024,450.0,14/205 maribyrnong road,ascot vale,3032.0,2,1,-37.7712527,144.9105055,206031113,Greater Melbourne,8.698690000000001
1114,1,Unit,2024,600.0,101/50 victoria st,brunswick east,3057.0,2,1,-37.7690778,144.9792236,206011106,Greater Melbourne,5.87427
